,Projections,gsis_id,stats_id,injury_start_date,fantasy_data_id,swish_id,pandascore_id,injury_body_part,birth_city,first_name,age,last_name,active,team,yahoo_id,depth_chart_position,status,sportradar_id,injury_notes,player_id,fantasy_positions,rotoworld_id,search_rank,oddsjam_id,rotowire_id,full_name,position,espn_id,depth_chart_order
3321,0.0,,,,19738.0,,,,,Darrius,27.0,Sims,True,,30945.0,,Active,75bc7279-3d6b-4a55-9bcb-ebfeedea0b63,,4835,['RB'],,9999999.0,,,Darrius Sims,RB,3051759.0,
3322,74.0,,,,,919285.0,,Undisclosed,,Frank,26.0,Darby,True,,,,Active,52f8f4a4-3d70-4d43-9a3d-9f7356033f2f,,7530,['WR'],,440.0,ACB7751F17E9,15465.0,Frank Darby,WR,,
3323,21.0,,,,,1178068.0,,,,Darius,23.0,Muasau,True,NYG,,MLB,Active,9ed90b2b-c650-41c0-9cee-2fbd8fc95546,,11807,['LB'],,9999999.0,6BFCEA1C9801,17868.0,Darius Muasau,LB,,2.0
3324,0.0,,,,,1327316.0,,Undisclosed,,Morice,23.0,Norris,True,,,,Inactive,b1212770-07c0-11ef-ba3a-83e795e0f126,,12160,['DB'],,9999999.0,E09A020B92E6,18340.0,Morice Norris,DB,,
3325,0.0,00-0034627,,,20062.0,,,,,Mason,27.0,Gentry,True,,31581.0,,Active,e9a3dcf7-e5ba-4f4b-85a4-7a46b901d8b4,,5621,"['DL', 'OL']",,9999999.0,,13259.0,Mason Gentry,G,3040102.0,
3326,0.0,,,,21743.0,1071826.0,,,,Lynn,26.0,Bowden,True,,32750.0,,Active,bd783f2e-b931-4d3e-ab71-60fa1431f598,,6909,['WR'],,9999999.0,D70524C44D1F,14460.0,Lynn Bowden,WR,4259979.0,
3327,0.0,,,,,1058707.0,,,,Antonio,23.0,Phillips,True,,,,Active,b47423b5-2f13-4f95-a8c8-6a80436d11e9,,7986,['DB'],,9999999.0,,15643.0,Antonio Phillips,CB,,
3328,0.0,,,,,923111.0,,,,Teven,26.0,Jenkins,True,CHI,,OL,Active,2f995e2b-1e30-4cff-809d-68c0366dda3a,,7663,"['OL', 'OT']",,9999999.0,7E6F699B2367,15551.0,Teven Jenkins,OL,,
3329,127.0,,,,19778.0,,,,,Bradley,27.0,Northnagel,True,,30963.0,,Active,68b9cbf0-105a-4a80-ac2b-2049fb3cdabf,,4876,['LS'],,9999999.0,,12542.0,Bradley Northnagel,LS,,
3330,0.0,,,,,1165385.0,,,,Mohamed,25.0,Kamara,True,MIA,,LOLB,Active,7bd0810c-c806-43b1-a793-9cd9cb33c546,,11754,['DL'],,9999999.0,932BAA6DC8B7,17812.0,Mohamed Kamara,DL,,3.0
3331,85.0,00-0033091,697481.0,,18004.0,697481.0,,,,KeiVarae,28.0,Russell,True,,29308.0,,Active,771d19bc-f5e2-4a25-8553-4ad3c341c1c9,,3243,['DB'],11398.0,9999999.0,,11166.0,KeiVarae Russell,DB,2980150.0,
3332,0.0,,,,,1173677.0,,,,Jason,23.0,Johnson,True,,,,Active,232d34f0-072e-11ef-9c5d-730609262bef,,12084,['LB'],,9999999.0,DBC1579E49D2,18245.0,Jason Johnson,LB,,
3333,29.0,,,,,1509722.0,,Shoulder,,Travis,23.0,Clayton,True,BUF,,OL,Inactive,eb8cec5d-d9e8-4f0f-b15d-43a5a09df0ce,,11824,['OT'],,9999999.0,AEF791AA9E80,18075.0,Travis Clayton,OT,,
3334,0.0,,,,,1161910.0,,,,Derick,23.0,Hall,True,SEA,,LOLB,Active,57b847dd-7af4-4d16-b934-641ab9b5911b,,10911,['DL'],,690.0,E1913378A8DF,16923.0,Derick Hall,DE,,3.0
3335,0.0,00-0026243,330171.0,,3808.0,,,,,William,36.0,Hayes,False,,8880.0,,Inactive,a2eccf1c-8a74-48c1-8c22-81083df05274,,139,['DL'],4872.0,9999999.0,,5869.0,William Hayes,DE,11337.0,
3336,24.0,,,,,1179446.0,,,,Trevon,,Mason,True,,,,Active,bcbe7f60-d54a-11ec-863e-d1768bcc6616,,8894,['DL'],,9999999.0,,16592.0,Trevon Mason,DT,,
3337,61.0,,,,,1054910.0,,,,Allan,25.0,George,True,,,,Active,edf01bd0-d2f1-11ec-96a0-c3471a31202c,,8788,['DB'],,9999999.0,96BECBA807CD,16514.0,Allan George,CB,,
3338,0.0,,,,,1123490.0,,,,Ethan,24.0,Bonner,True,MIA,,RCB,Active,710867f0-f0d5-11ed-ba38-4fd3e2dc256a,,11391,['DB'],,9999999.0,01AD90F84B8B,17564.0,Ethan Bonner,CB,,3.0
3339,0.0,,,,17827.0,,,,,Mike,,McCarthy,False,,,,Inactive,,,3079,,8346.0,9999999.0,,,Mike McCarthy,,,
3340,0.0,00-0033595,694143.0,,19087.0,694143.0,,,,Pat,30.0,O'Connor,True,DET,30363.0,,Active,2157df58-ca82-46cd-9897-261a80060292,,4241,"['DL', 'LB']",,9999999.0,78B08B9046E9,12223.0,Pat O'Connor,DE,2980206.0,
3341,0.0,,,,18812.0,,,,,Kyle,,Shanahan,False,,,,Inactive,,,3977,,9317.0,9999999.0,,,Kyle Shanahan,,,
3342,0.0,,,,1854.0,,,,,Domenik,32.0,Hixon,False,,,,Inactive,,,65,['WR'],,9999999.0,,,Domenik Hixon,WR,,
3343,0.0,00-0032980,691348.0,,18209.0,691348.0,,,,Marcus,28.0,Johnson,True,,29678.0,,Active,fcfa9d4b-3e09-46ac-b4b6-77d70a5f304c,,3445,['WR'],,9999999.0,,11534.0,Marcus Johnson,WR,2971718.0,
3344,0.0,,,,12814.0,,,,,Chykie,32.0,Brown,False,,24951.0,,Inactive,fd4c8de2-7566-4bfc-8ad6-4e22c634b286,,820,['DB'],,9999999.0,,7621.0,Chykie Brown,CB,14113.0,
3345,0.0,,,,12519.0,,,,,Jeromy,30.0,Miles,False,,,,Inactive,9e70c666-9371-4659-b075-2d52e303ef4a,,765,['DB'],,9999999.0,,,Jeromy Miles,SS,13756.0,
3346,0.0,00-0032760,592413.0,,17939.0,592413.0,,,,Josh,29.0,Doctson,True,,29256.0,,Active,c80914e5-5b9b-4ed8-a993-bcdf5f77f5f6,,3178,['WR'],11289.0,9999999.0,,10852.0,Josh Doctson,WR,2576019.0,
3347,10.0,,,,,,,,,Billy,24.0,Shaeffer,True,,,,Active,26a35f60-1133-11ef-a3f4-fd44857ec70e,,12400,['LB'],,9999999.0,,,Billy Shaeffer,LB,,
3348,0.0,00-0031551,,,16800.0,691519.0,,,,Eddie,30.0,Goldman,True,ATL,28427.0,RDE,Active,881eb214-c981-46c0-a0cf-34023e773754,,2344,['DL'],,9999999.0,4631A2398160,10067.0,Eddie Goldman,DT,2969924.0,3.0
3349,0.0,,,,21770.0,881959.0,,,,Kyle,25.0,Markway,True,,33044.0,,Active,3a337668-7978-4310-b17c-8e1279ba4a4d,,7378,['TE'],,9999999.0,,14377.0,Kyle Markway,TE,3924367.0,
3350,0.0,00-0033050,,,17976.0,695379.0,,,,Xavien,30.0,Howard,True,,29272.0,,Active,e6bcb4f1-c2c8-4dd9-b826-af01182875f2,,3215,['DB'],11338.0,612.0,33E0AECEEC5D,11061.0,Xavien Howard,DB,2978935.0,
3351,0.0,,469195.0,,15336.0,,,,,Joseph,30.0,Fauria,False,,27187.0,,Inactive,2a678c7f-2dd9-4be2-9636-b4ff2b267402,,1628,['TE'],,9999999.0,,,Joseph Fauria,TE,16330.0,
3352,0.0,,461274.0,,15714.0,,,,,Brenton,30.0,Bersin,False,,26096.0,,Inactive,76ffae7b-4ff8-40c8-abee-de24873135cd,,1742,['WR'],,9999999.0,,8417.0,Brenton Bersin,WR,15547.0,
3353,0.0,,,,,,,,,Duplicate,,Player,False,,,,,,,6647,,,,,,Duplicate Player,,,
3354,0.0,00-0034114,,,20533.0,747909.0,,,,Coleman,29.0,Shelton,True,CHI,31393.0,OL,Active,9e885643-3f46-49f4-94e9-714a3b1f586b,,5454,['OL'],,9999999.0,607760D0F45C,12701.0,Coleman Shelton,OL,3052180.0,
3355,0.0,,,,17887.0,,,,,Kathryn,,Smith,False,,,,Inactive,,,3133,,11248.0,9999999.0,,,Kathryn Smith,,,
3356,285.0,00-0030505,,,15077.0,508639.0,,,,D.J.,33.0,Fluker,True,,26634.0,,Inactive,a3855ea8-e71c-4028-86fb-5a1abbd94488,,1480,"['OG', 'OL']",8332.0,9999999.0,3C9706E972B9,8729.0,D.J. Fluker,T,15792.0,
3357,28.3,,,,21923.0,1060721.0,,,,Kamren,25.0,Curl,True,LAR,32886.0,FS,Active,eff8e3ec-98e4-49c8-b865-436e3abb0870,,7136,['DB'],,291.0,DE7AB9B06526,14381.0,Kamren Curl,DB,4242154.0,2.0
3358,0.0,,,,,1130833.0,,Hamstring,,Deven,24.0,Thompkins,True,,,,Inactive,4c6f79d0-d3dd-11ec-8afa-57d9afd0ecba,,8253,['WR'],,590.0,F8EF4A6DA40E,16333.0,Deven Thompkins,WR,,
3359,0.0,,,,,1239833.0,,,,Delonte,23.0,Hood,True,,,,Active,364edf60-d2f2-11ec-96a0-c3471a31202c,,8779,['DB'],,9999999.0,FC55EB6D782C,16516.0,Delonte Hood,CB,,
3360,0.0,00-0025399,269221.0,,12386.0,,,,,Marshawn,35.0,Lynch,True,,8266.0,,Injured Reserve,82bce0be-9a87-4b6d-a85b-623bf8d1674e,,745,['RB'],4186.0,621.0,,5202.0,Marshawn Lynch,RB,10456.0,
3361,50.0,,,,19523.0,,,,,Tueni,26.0,Lupeamanu,True,,30402.0,,Active,83939282-d8b3-4298-9f09-adbcc35e6fe3,,4629,['DL'],,9999999.0,,,Tueni Lupeamanu,DT,3124899.0,
3362,89.0,,,,,976178.0,,,,Monty,25.0,Rice,True,,,,Active,587fc996-b54f-48ce-8261-adb50b872ec7,,7683,['LB'],,673.0,C99C9D9FE62A,15253.0,Monty Rice,LB,,
3363,0.0,,,,,1074724.0,,,,Josh,24.0,Ross,True,BAL,,,Active,82546a90-c980-11ec-a1a0-57a82b503f37,,8285,['LB'],,9999999.0,B7BD8F693FCE,16189.0,Josh Ross,LB,,
3364,0.0,,,,11855.0,,,,,Donald,32.0,Washington,False,,9366.0,LCB,Inactive,,,672,['DB'],,9999999.0,,11548.0,Donald Washington,CB,12746.0,3.0
3365,0.0,,,,,1106737.0,,,,Malachi,23.0,Carter,True,,,,Active,468b3f40-fbfa-11ed-b3ef-4b1a763c6ea8,,11526,['WR'],,355.0,,17581.0,Malachi Carter,WR,,
3366,0.0,,,,17361.0,,,,,Triston,24.0,Wade,False,,28719.0,,Inactive,ddf21b99-7bef-462e-81de-f0a16b842cf5,,2893,['DB'],,9999999.0,,,Triston Wade,S,2580002.0,
3367,0.0,,,,9528.0,,,,,Brett,48.0,Favre,False,,,,Inactive,,,462,['QB'],1744.0,9999999.0,,,Brett Favre,QB,,
3368,0.0,,,,12293.0,,,,,George,33.0,Selvie,False,,24202.0,,Inactive,1670a774-4e0f-4474-b1d7-c665b6e4e4ec,,728,['DL'],,9999999.0,,6582.0,George Selvie,DE,13452.0,
3369,20.7,,,,22440.0,,,,,Nick,25.0,Tiano,True,,33167.0,,Active,4fd21bc7-8a83-4ea1-bd37-4f841e862822,,7465,['QB'],,9999999.0,,14935.0,Nick Tiano,QB,,
3370,0.0, 00-0035414,884567.0,,21448.0,884567.0,,,,Jalen,27.0,Guyton,True,LV,32201.0,,Active,ae9495b2-4c62-4e14-8e43-beb53e1ae28a,,6421,['WR'],,623.0,EF54AA843C1B,13575.0,Jalen Guyton,WR,3932430.0,
3371,0.0,00-0033421,1050026.0,,19335.0,1050026.0,,,,Antony,29.0,Auclair,True,,30468.0,,Active,d6647491-8a3c-4f9f-999c-823823bd478d,,4468,['TE'],,9999999.0,,12230.0,Antony Auclair,TE,4081127.0,
3372,56.0, 00-0032849,,,18629.0,609061.0,,Concussion,,Tre,29.0,Roberson,True,,29925.0,,Active,7ba5935c-0e54-4ad0-b90e-ff4af7d62b85,,3813,['DB'],,9999999.0,,11506.0,Tre Roberson,CB,2578317.0,
3373,0.0,,,,,1060860.0,,,,Myles,25.0,Jones,True,,,,Active,3c553f80-0978-11ef-8250-37f924b85282,,12236,['DB'],,9999999.0,ACDECF0271AE,18206.0,Myles Jones,CB,,
3374,0.0, 00-0035003,,,21026.0,823146.0,,,,Jackson,29.0,Barton,True,ARI,32072.0,,Active,adb1984e-17b1-4efc-9af9-94cec5835c91,,6029,"['OL', 'OT']",,9999999.0,C8A5A7EE1424,13721.0,Jackson Barton,T,3122865.0,
3375,0.0,,,,15288.0,,,,,Jordan,29.0,Campbell,False,,27162.0,,Inactive,1f974e01-2521-4bd7-889d-f64ea079ccf3,,1611,['RB'],,9999999.0,,,Jordan Campbell,FB,16317.0,
3376,0.0,,,,,1172969.0,,,,Dayton,23.0,Wade,True,BAL,,,Active,923bd7f0-06fe-11ef-b95c-81e74d9949b8,,11964,['WR'],,587.0,AB2A9E3D514F,18127.0,Dayton Wade,WR,,
3377,0.0,00-0032986,692334.0,,18498.0,692334.0,,,,J.P.,30.0,Holtz,True,,29666.0,,Active,8d3ac8d8-e18f-4485-acc6-55c79adcc2a8,,3695,['TE'],,355.0,BFC87EC570C0,11364.0,J.P. Holtz,TE,2970262.0,
3378,0.0,,,,,945456.0,,,,Isaiah,26.0,Kaufusi,True,,,,Active,97515d00-2ea2-4259-8a20-d8b92daf455c,,8006,['LB'],,,,15690.0,Isaiah Kaufusi,LB,,
3379,0.0,,728345.0,,19704.0,,,,,Dontre,,Wilson,False,,30440.0,,Active,50f5bd80-5bd1-46ab-992d-2492ec6c0726,,4941,['WR'],,9999999.0,,,Dontre Wilson,WR,,
3380,0.0,,,,,1215955.0,,,,Tory,27.0,Taylor,True,CHI,,P,Active,48df6eca-81f4-49ce-8908-48196a041c57,,11732,['P'],,9999999.0,E706CA0B6CE7,17925.0,Tory Taylor,P,,
3381,0.0,00-0032666,,,18485.0,,,,,John,28.0,Kling,True,,29919.0,,Active,998fb46a-9579-479c-be9d-9ad9478b6000,,3685,['OL'],,9999999.0,,11346.0,John Kling,OT,2574396.0,
3382,0.0,00-0029268,,,13838.0,,,,,Gino,33.0,Gradkowski,False,,25808.0,,Inactive,7e3c0631-1bff-49af-b6bc-9c66c59a579d,,1055,['OL'],,9999999.0,,8330.0,Gino Gradkowski,C,14999.0,
3383,0.0,,,,,1282418.0,,,,Darece,23.0,Roberson,True,,,,Active,a275eaf0-f221-4243-9ae1-b91f6c7aa220,,7623,['WR'],,,,15606.0,Darece Roberson,WR,,
3384,0.0,,,,,883312.0,,Hip,,Irvin,27.0,Charles,True,NYJ,,LWR,Active,f8578e10-d3bd-11ec-96a0-c3471a31202c,,8861,['WR'],,448.0,9D0C56617709,16430.0,Irvin Charles,WR,,6.0
3385,0.0,,,,19592.0,,,,,Ken,27.0,Ekanem,True,,30849.0,,Active,89b1ec38-beb4-4d3e-a3d0-f800e6bbdf4e,,4690,['LB'],,9999999.0,,11913.0,Ken Ekanem,OLB,2970091.0,
3386,0.0, 00-0035635,1068178.0,,21599.0,,,,,Floyd,25.0,Allen,True,,32610.0,,Active,648a7562-8b49-4c2f-8a09-0cc5433f5c8c,,6697,['WR'],,9999999.0,,14317.0,Floyd Allen,WR,3920560.0,
3387,0.0,00-0031607,542173.0,,16959.0,,,,,Leterrius,29.0,Walton,True,,28587.0,,Active,37845827-23af-4cc2-8f27-4fd355e4c4a6,,2500,['DL'],,9999999.0,,10335.0,Leterrius Walton,DE,2516417.0,
3388,0.0,00-0029678,,,14650.0,,,,,David,32.0,DeCastro,True,,25734.0,,Active,f7e3c1cb-6ec1-45fa-ad64-6b01957c34b1,,1261,"['OG', 'OL']",7412.0,9999999.0,,8123.0,David DeCastro,OG,14935.0,
3389,0.0,,,,,1385250.0,,,,Adedayo,26.0,Odeleye,True,,,,Active,fe19d3d0-d32c-11ec-a99e-3305165b8d4a,,8821,['DL'],,9999999.0,0C1742805E65,16399.0,Adedayo Odeleye,DE,,
3390,0.0,00-0030561,,,14857.0,513943.0,,,,Lane,34.0,Johnson,True,PHI,26627.0,OL,Active,3edf64e6-603b-4437-a3be-53fe030c6f56,,1340,"['OL', 'OT']",8393.0,9999999.0,2846EFEA5958,8728.0,Lane Johnson,T,15797.0,
3391,0.0,00-0033108,693356.0,,17929.0,,,,,Paxton,27.0,Lynch,True,,29260.0,,Inactive,19e253df-b121-43e4-a222-6df5fa8ad93f,,3170,['QB'],11206.0,949.0,,10730.0,Paxton Lynch,QB,2977881.0,
3392,0.0,00-0034018,,,19713.0,,,,,Jeremy,28.0,Faulk,True,,30921.0,,Active,563f4a41-967c-49f1-a217-28543727c7d0,,4799,['DL'],,9999999.0,,12633.0,Jeremy Faulk,DT,3052751.0,
3393,0.0,,728150.0,,18168.0,,,,,Beau,28.0,Sandland,True,,29486.0,,Active,ca87d5f8-64c5-4a80-b785-05765e445826,,3407,['TE'],,9999999.0,,10967.0,Beau Sandland,TE,3039705.0,
3394,0.0,,,,19646.0,,,,,A.J.,28.0,Jefferson,True,,30878.0,,Active,311e9ae6-aa98-4b19-a949-dd787a04633a,,4732,['DL'],,9999999.0,,12266.0,A.J. Jefferson,DE,2971380.0,
3395,0.0,,794244.0,,16151.0,,,,,Howard,30.0,Jones,False,,27813.0,,Inactive,fc81dd37-25b1-453b-90f4-7cab049f0111,,1919,['LB'],,9999999.0,,9689.0,Howard Jones,LB,17009.0,
3396,0.0,,,,,1214855.0,,,,Kelle,24.0,Sanders,True,,,,Active,d561aba0-f0dd-11ed-88fa-65ba6d50af2c,,11408,['LB'],,9999999.0,,17528.0,Kelle Sanders,LB,,
3397,0.0,00-0030228,,,15478.0,514238.0,,,,A.J.,30.0,Bouye,True,CAR,27337.0,,Active,4d6c923d-4776-4558-a30f-739dc4070ffb,,1674,['DB'],9104.0,9999999.0,,9070.0,A.J. Bouye,CB,16562.0,
3398,0.0,,,,,886392.0,,Concussion,,Jacob,27.0,Harris,True,,,,Active,bdbb1693-3509-494c-8308-ae26a415fc96,,7703,['WR'],,580.0,D97FE8A95098,15322.0,Jacob Harris,WR,,
3399,0.0,,,,,,,,,Duplicate,23.0,Player,False,,,,Inactive,,,6746,['DB'],,9999999.0,,,Duplicate Player,CB,,
3400,0.0,00-0030132,733939.0,,2232.0,,,,,Stefan,32.0,Charles,False,,27298.0,,Inactive,50fd6da3-9fb3-45cf-83e8-5797f1f16308,,79,['DL'],,9999999.0,,9193.0,Stefan Charles,DT,16568.0,
3401,0.0,00-0031171,553697.0,,15986.0,,,,,Preston,29.0,Brown,True,,27601.0,,Active,42a9be0e-66cd-4efc-8150-91950ed97955,,1808,['LB'],9590.0,9999999.0,,9387.0,Preston Brown,LB,16762.0,
3402,358.0,00-0034240,,,20549.0,,,,,Marcus,26.0,Martin,True,,31466.0,,Active,3f58b3d7-535e-4cd3-bd1b-603f9c36bc98,,5558,['RB'],,9999999.0,,13024.0,Marcus Martin,RB,4294229.0,
3403,454.0,00-0029255,,,14534.0,466010.0,,,,Bobby,34.0,Wagner,True,WAS,25757.0,MLB,Active,706bc0ab-7200-47e9-9b09-726110eb83dc,,1233,['LB'],7533.0,204.0,BCA0DA4CDC3D,8208.0,Bobby Wagner,LB,14979.0,1.0
3404,74.30000000000001,00-0034431,,,20024.0,836219.0,,,,Zaire,28.0,Franklin,True,IND,31205.0,MLB,Active,b0ad00bc-3b30-41ce-8892-f8105e0943e2,,5346,['LB'],,94.0,731C2DF6B294,13010.0,Zaire Franklin,LB,3124005.0,1.0
3405,0.0,00-0033375,838179.0,,19207.0,838179.0,,,,Tim,30.0,Patrick,True,DET,30511.0,,Active,2a443351-5e63-4a49-819e-912b51a745f2,,4351,['WR'],12501.0,594.0,96D1516A366D,12061.0,Tim Patrick,WR,3134353.0,
3406,0.0,00-0029889,,,15374.0,464191.0,,,,Patrick,32.0,Omameh,True,,27216.0,,Active,cb3b5df2-231e-4040-867e-5b6020457be8,,1639,"['OG', 'OL']",8996.0,9999999.0,,9182.0,Patrick Omameh,OL,16327.0,
3407,0.0,,,,1185.0,,,,,David,39.0,Garrard,False,,,,Inactive,,,41,['QB'],,9999999.0,,,David Garrard,QB,,
3408,13.0,,,,16052.0,,,,,Deontae,31.0,Skinner,False,,28006.0,,Inactive,41394335-4210-4a64-8fa2-8dbf865073a3,,1845,['LB'],,9999999.0,,9988.0,Deontae Skinner,OLB,17250.0,
3409,0.0,00-0032162,600757.0,,17082.0,600757.0,,,,T.Y.,31.0,McGill,True,SF,29114.0,,Active,07c51c65-489b-4bae-b997-f1a0f35deffe,,2614,['DL'],,9999999.0,C497C881A593,10660.0,T.Y. McGill,DT,2577757.0,
3410,0.0,,,,15025.0,,,,,Aaron,26.0,Hester,False,,,,Inactive,49619eff-a7a5-4b7c-a6c1-732ced59c21d,,1452,['DB'],,9999999.0,,,Aaron Hester,CB,16073.0,
3411,0.0,,,,,1114475.0,,,,Mike,25.0,McAllister,True,LAR,,,Active,a61d3e10-e852-11ed-b974-d78a6945aca2,,11152,['OL'],,9999999.0,6BCBCDD48FFE,,Mike McAllister,C,,
3412,0.0,,,,,1161677.0,,Ankle,,Joseph,23.0,Ngata,True,,,,Active,46a3a6d0-eb73-11ed-aecd-85bc826ed43e,,11276,['WR'],,592.0,9B849E0A945B,17085.0,Joseph Ngata,WR,,
3413,0.0,00-0034105,,,20530.0,,,,,Ranthony,26.0,Texada,True,,31406.0,,Inactive,98649d6d-839b-48eb-a92d-e57f82807841,,5433,['DB'],,9999999.0,,,Ranthony Texada,CB,3040007.0,
3414,0.0,,,,14994.0,,,,,Jeremy,29.0,Kelley,False,,26605.0,,Inactive,c5cf1d6c-75ca-418b-b56d-17408279b071,,1432,['WR'],,9999999.0,,,Jeremy Kelley,WR,15758.0,
3415,14.0,00-0034143,,,20442.0,,,,,Richard,26.0,Jarvis,False,,31357.0,,Inactive,6191922d-218f-4f86-a3c2-7216810bccb8,,5500,['DL'],,9999999.0,,13091.0,Richard Jarvis,DL,,
3416,0.0,,,,,1128099.0,,,,Tyler,24.0,Manoa,True,,,,Active,68fd9a80-0583-11ef-81e5-43c057f46130,,11909,['DL'],,9999999.0,E2903E1A14A3,18177.0,Tyler Manoa,DL,,
3417,0.0,,495748.0,,16300.0,,,,,Aaron,29.0,Murray,False,,27691.0,,Inactive,20729a55-0183-46d8-9cf6-67063f184e36,,2019,['QB'],9411.0,9999999.0,,9321.0,Aaron Murray,QB,17021.0,
3418,0.0,,,,22445.0,,,,,Evan,24.0,Adams,True,,33014.0,,Active,df80d962-901e-4ef0-8cfe-8e187e3ff254,,7470,['OL'],,9999999.0,,15139.0,Evan Adams,G,,
3419,0.0,,,,,,,,,Treveyon,24.0,Pratt,True,,,,Active,65b6a750-0c9e-11ef-b646-4d8bb98d6f86,,12355,['WR'],,9999999.0,,,Treveyon Pratt,WR,,
3420,70.0,,,,17859.0,,,,,Ben,,McAdoo,False,,,,Inactive,,,3107,,9304.0,9999999.0,,,Ben McAdoo,,,
3421,192.0,,,,,1125287.0,,,,Devin,24.0,Richardson,True,,,,Active,1e788510-0c95-11ef-a74a-e3ee30fca7fc,,12332,['LB'],,670.0,025D6C9E43EC,18378.0,Devin Richardson,LB,,
3422,0.0,,,,,1066754.0,,,,Derrick,25.0,Barnes,True,DET,,LOLB,Active,16c53e66-de15-43da-931c-bf3a3e056505,,7726,"['DL', 'LB']",,588.0,F2DC9B9DB135,15489.0,Derrick Barnes,LB,,1.0
3423,0.0,,652839.0,,17314.0,,,,,Marquez,25.0,Clark,False,,28818.0,,Inactive,3f4b85e5-1506-4dc8-95ff-ed70694b3492,,2846,['WR'],,9999999.0,,,Marquez Clark,WR,3893001.0,
3424,0.0,,,,,1176970.0,,,,Willie,,Tyler,True,,,,Active,0c561450-097b-11ef-82da-f1d9e670abb4,,12233,['OL'],,9999999.0,BEBD719E6943,,Willie Tyler,OL,,
3425,0.0,00-0031393,593247.0,,16613.0,,,,,Maurice,30.0,Alexander,True,,27638.0,,Active,959852b0-ce24-4c89-abff-ded427cbfbdf,,2224,"['DB', 'LB']",,9999999.0,,9642.0,Maurice Alexander,LB,16937.0,
3426,0.0,00-0034343,868876.0,,19763.0,868876.0,,,,Josh,25.0,Rosen,True,,30980.0,,Active,5c079a21-ae9e-4b38-a69a-47706fa8dd67,,4863,['QB'],13047.0,307.0,,12489.0,Josh Rosen,QB,3886377.0,
3427,0.0,,,,,1446480.0,,Undisclosed,,Keilahn,23.0,Harris,True,,,,Inactive,eddb6ce0-e8f7-11ed-898a-05520dba8222,,11190,['WR'],,9999999.0,E1C54CA874D5,17087.0,Keilahn Harris,WR,,
3428,0.0,,,,,951829.0,,,,Devin,24.0,Hafford,True,,,,Active,dec03950-cfe6-11ec-8762-8dfa2bbad12c,,8724,['DB'],,9999999.0,,16466.0,Devin Hafford,DB,,
3429,0.0,00-0033602,,,19401.0,,,,,Ironhead,27.0,Gallon,True,,30485.0,,Active,0b873737-cd0a-4af5-8d88-c3860f93b29e,,4524,['DB'],,9999999.0,,13408.0,Ironhead Gallon,SS,2973956.0,
3430,0.0,00-0031182,,,16604.0,,,,,Kevin,31.0,Pamphile,True,,27677.0,,Active,a797919f-59d2-42d2-be96-d78312fa6b48,,2220,['OL'],9668.0,9999999.0,,9744.0,Kevin Pamphile,G,16835.0,
3431,0.0,,325844.0,,9671.0,,,,,Matthew,35.0,Mulligan,False,,9149.0,,Inactive,1789597d-7344-4afb-bb7d-0d0124b5810a,,469,['TE'],,9999999.0,,6269.0,Matthew Mulligan,TE,11708.0,
3432,0.0,00-0034372,,,19931.0,835650.0,,,,Joel,28.0,Iyiegbuniwe,True,,31085.0,,Active,ea59d8de-e3df-4a7b-9778-7d6dc4892fc3,,5303,['LB'],,9999999.0,83FFEA5EC3DACF54,12640.0,Joel Iyiegbuniwe,LB,3124779.0,
3433,0.0,00-0032432,,,18112.0,609729.0,,,,Wes,30.0,Schweitzer,True,NYJ,29429.0,OL,Active,a12890df-5475-4689-895c-6b54abc71b1f,,3351,"['OG', 'OL']",,9999999.0,155EEE6E130D,11230.0,Wes Schweitzer,G,2581273.0,
3434,0.0,,,,3254.0,,,,,James,36.0,Anderson,False,,7837.0,,Inactive,d567c659-3847-4383-ac87-c133ba9b0173,,119,['LB'],,9999999.0,,5027.0,James Anderson,LB,9674.0,
3435,0.0,,,,22262.0,,,,,Jordan,24.0,Jones,True,,33228.0,,Active,54682970-96ec-46f4-9130-67672707768d,,7264,['RB'],,9999999.0,,14900.0,Jordan Jones,FB,,
3436,0.0,,,,11100.0,,,,,Dorin,29.0,Dickerson,False,,24203.0,,Inactive,eae0d42b-d336-4160-9375-b68e0b4a8b1a,,542,['TE'],,9999999.0,,6538.0,Dorin Dickerson,TE,13353.0,
3437,0.0,00-0034875,,,20535.0,,,,,Tigie,25.0,Sankoh,True,,31363.0,,Active,64cd627b-77b5-4502-8612-3fc3fa724426,,5467,['DB'],,9999999.0,,13305.0,Tigie Sankoh,SS,4339173.0,
3438,0.0,,,,,913542.0,,,,Xavier,24.0,Kelly,True,,,,Active,5f9b2c2b-d688-48c9-ba9a-1d9b7f45bcbb,,7968,['DL'],,9999999.0,,15429.0,Xavier Kelly,DT,,
3439,0.0,,,,22171.0,865833.0,,,,Jace,28.0,Whittaker,True,,33089.0,,Active,528bf5c9-1d23-40c3-adda-df21f8f0e2ab,,7169,['DB'],,9999999.0,E6EB227AF6E5,14793.0,Jace Whittaker,CB,3821572.0,
3440,127.0,00-0034412,749541.0,,20004.0,,,,,Luke,27.0,Falk,True,,31169.0,,Active,b88e39e6-3247-4f85-9909-c18d373eaeee,,5108,['QB'],13215.0,9999999.0,,12770.0,Luke Falk,QB,3052061.0,
