gsis_id,stats_id,injury_start_date,fantasy_data_id,swish_id,pandascore_id,injury_body_part,birth_city,first_name,age,last_name,active,team,yahoo_id,depth_chart_position,status,sportradar_id,injury_notes,player_id,fantasy_positions,rotoworld_id,search_rank,oddsjam_id,rotowire_id,full_name,position,espn_id,depth_chart_order
00-0034387,,,19930,839685,,,,Bilal,27,Nichols,TRUE,ARI,31115,LDE,Active,0a6c2bfc-19a4-47f9-ba60-74265af6e947,,5302,['DL'],,9999999,DA1A7525AC7B,12711,Bilal Nichols,DT,3117922,1
00-0033292,733849,,19064,733849,,,,Trent,30,Taylor,TRUE,SF,30290,,Active,3e2e74e9-18a8-4275-9437-b275db27e2ff,,4218,['WR'],12305,395,1F4243888072,11881,Trent Taylor,WR,3040569,
 00-0035148,1108841,,20964,1108841,,,,Darwin,26,Thompson,TRUE,,32046,,Active,a1a73c32-c409-4ee0-8a7b-0ae589db85c8,,6178,['RB'],14178,439,,13476,Darwin Thompson,RB,4361606,
,297031,,8604,,,,,Donald,33,Brown,FALSE,,9291,,Inactive,1bec10bf-8eae-4018-b2a5-2d623e1bbbc1,,377,['RB'],,9999999,,5966,Donald Brown,RB,12489,
,,,22396,,,,,John,24,Houston,TRUE,,32933,,Active,a9333ffb-017e-4bf3-9897-db400dbe62dd,,7415,['LB'],,1999,,14987,John Houston,LB,,
,,,,1124355,,,,Messiah,24,Swinson,TRUE,GB,,,Active,ffa96250-07c4-11ef-99fd-53de25c52bd6,,12154,['TE'],,9999999,384E75DCEF27,18211,Messiah Swinson,TE,,
00-0030443,503205,,15378,503205,,Achilles,,Levine,30,Toilolo,TRUE,NYG,26756,,Inactive,67d56171-7522-430c-b7d9-8f7e2b6624d3,,1642,['TE'],,9999999,,8789,Levine Toilolo,TE,15980,
00-0030400,512103,,15479,,,,,Marlon,29,Brown,FALSE,,27422,,Injured Reserve,ffec1b11-6b1b-482d-86f0-3bf4f6391dbf,,1675,['WR'],,9999999,,8936,Marlon Brown,WR,16581,
 00-0035390,,,21435,978453,,,,Anthony,26,Rush,TRUE,,32408,,Active,65a702f3-1e60-46a3-bce9-8b4e3f939888,,6542,['DL'],,9999999,,14018,Anthony Rush,DT,4239817,
,,,,946261,,,,Tanner,26,Conner,TRUE,MIA,,TE,Active,4f2ecf70-d3b2-11ec-96a0-c3471a31202c,,8849,['TE'],,569,9D981DE7166E,16338,Tanner Conner,TE,,4
,,,,1059684,,,,Desmond,24,Ridder,TRUE,ARI,,,Active,6bf35760-217c-401d-b80b-2ae7cc5d7564,,8159,['QB'],,378,F216E88E6471,15928,Desmond Ridder,QB,,
,333545,,9226,,,,,Josh,32,Freeman,FALSE,,9281,,Inactive,8c7cd76d-74a0-4440-885a-07f92f9a75d7,,448,['QB'],5121,9999999,,5986,Josh Freeman,QB,12473,
,,,,1161806,,,,Jaylen,23,McCollough,TRUE,LAR,,SS,Active,e3f6e380-07c3-11ef-8c61-79ad930f01f9,,12142,['DB'],,9999999,77DB790FD13C,18385,Jaylen McCollough,DB,,3
,,,13172,,,,,Evan,29,Royster,FALSE,,24964,,Inactive,f60331a0-29ac-4cde-96c7-270154ff7d48,,920,['RB'],,9999999,,,Evan Royster,RB,14105,
00-0032419,,,18072,613848,,,,Joe,30,Haeg,TRUE,,29389,,Active,6d9f5816-f0f7-4562-9db0-26b1eb487f68,,3311,['OL'],11452,9999999,,11049,Joe Haeg,T,2573103,
,,,,1130595,,,,Scott,24,Matlock,TRUE,LAC,,RDE,Active,9cedc261-40ff-4fe3-80e1-e128dcceede0,,10994,['DL'],,9999999,83D4C02DAF11,16767,Scott Matlock,DT,,2
00-0034224,,,20573,,,,,Ramon,26,Richards,TRUE,,31448,,Active,cc5a9d4b-7838-470d-8c36-182e97ff161d,,5527,['DB'],,9999999,,13146,Ramon Richards,SS,3122442,
00-0032098,561380,,17219,561380,,Hip,,Daniel,29,Brown,TRUE,,29102,,Inactive,1b016b52-62ba-4da9-9ead-6bad689f8d33,,2751,['TE'],,9999999,,10713,Daniel Brown,TE,2519013,
,,,20212,,,,,Austin,26,Olsen,TRUE,,31316,,Active,870b53b7-1a36-487c-b086-b0daf0f5ce08,,5515,['OL'],,9999999,,13216,Austin Olsen,OL,3049219,
,693329,,17408,,,,,Cam,25,Worthy,FALSE,,28958,,Inactive,a9770d45-8e86-4e8e-af09-b88afcf96349,,2938,['WR'],,9999999,,10537,Cam Worthy,WR,,
,,,,1112610,,,,Gunner,24,Britton,TRUE,,,,Active,d35c1440-0706-11ef-aea0-253c3767464c,,11970,['OL'],,9999999,FA8F3F77A9ED,,Gunner Britton,OL,,
,692168,,19793,,,,,Lamar,27,Atkins,TRUE,,30964,,Active,b33f60c3-db65-415d-a93c-272f6ad80d23,,4895,['WR'],,919,,12875,Lamar Atkins,WR,2970192,
,,,5135,,,,,Ryan,35,Harris,FALSE,,8324,,Inactive,9a8a3b4d-3e5c-4a65-a96e-cb9f0221b0e3,,204,['OL'],,9999999,,5390,Ryan Harris,T,10514,
,,,15276,,,,,Dalton,28,Freeman,FALSE,,26985,,Inactive,9227aaa4-5c7a-457d-b7a9-aad4ba509d1c,,1607,['OL'],,9999999,,9530,Dalton Freeman,C,16186,
00-0028907,474483,,15758,,,,,Giorgio,31,Tavecchio,FALSE,,26264,,Inactive,be449b4d-799c-4045-8e9e-e8a7fd7c2cc8,,1750,['K'],,9999999,,8835,Giorgio Tavecchio,K,15245,
,,,18327,,,,,David,25,Reeves,FALSE,,29493,,Inactive,45f660c6-2a94-41de-a795-450d9969a40f,,3554,['TE'],,9999999,,11615,David Reeves,TE,,
00-0031237,592195,,16497,592195,,,,Teddy,31,Bridgewater,TRUE,,27560,,Active,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,,2152,['QB'],9274,336,909A9D4E6EC5,9245,Teddy Bridgewater,QB,16728,
,,,,1447553,,,,Anthony,24,Kendall,TRUE,TEN,,,Active,a02978e0-f327-11ed-8969-c3ee6357abaf,,11455,['DB'],,9999999,E3188EA61905,17574,Anthony Kendall,CB,,
00-0032801,652326,,18146,,,,,Daniel,28,Braverman,FALSE,,29464,,Inactive,6434e26d-28ca-4fd6-9d7b-cf70e1c8efea,,3385,['WR'],,9999999,,10821,Daniel Braverman,WR,2973052,
 00-0035682,,,21626,,,,,Kalani,25,Vakameilalo,TRUE,,32619,,Active,d79d84b3-cef7-44b9-8202-ba92d4d32641,,6708,['DL'],,9999999,,14324,Kalani Vakameilalo,DT,3127341,
00-0034644,,,20276,,,,,John,26,Montelus,TRUE,,31639,,Active,4086e06c-747e-433d-85e1-5b38443c0c78,,5688,['OL'],,9999999,,13198,John Montelus,G,3052887,
,,,,1176206,,Undisclosed,,Norell,24,Pollard,TRUE,WAS,,DL,Inactive,c12da780-065b-11ef-86cb-337243229df4,,11936,['DL'],,9999999,4C23E7CF9824,18158,Norell Pollard,DL,,
00-0033548,,,18953,747840,,Calf,,Chidobe,29,Awuzie,TRUE,TEN,30173,LCB,Active,5e11c306-6387-46ed-8a6d-3ff7a8210ed5,,4107,['DB'],,687,A8767BB19056,12009,Chidobe Awuzie,CB,3052101,1
,,,,1123716,,,,Luke,24,Tenuta,TRUE,ARI,,,Active,22fc4bca-8b02-4ac2-a749-78ed4b77651a,,8485,['OL'],,9999999,57B6FA81D2B5,16089,Luke Tenuta,OL,,
 00-0035588,,,21038,832254,,,,Garrett,29,Bradbury,TRUE,MIN,31850,OL,Active,acdd0b8b-d840-44ac-9dfa-05fe8baabe09,,5855,['OL'],14081,9999999,B4FD20199A8A,13785,Garrett Bradbury,C,3116729,
,,,,1126290,,,,Spencer,24,Anderson,TRUE,PIT,,OL,Active,b358687b-d7f8-4c9b-bdd7-fe5d3b431fc1,,11028,['OL'],,9999999,5A4EEDE446C0,17136,Spencer Anderson,OL,,
00-0031102,590943,,16273,,,,,Kapri,29,Bibbs,FALSE,,27821,,Inactive,4402b8d5-d6bf-43d0-9198-651506abba76,,2001,['RB'],9581,9999999,,9238,Kapri Bibbs,RB,16969,
,,,,1078851,,,,Jack,24,Koerner,TRUE,,,,Active,597a1420-cc9c-11ec-952e-a10f2c98fc4d,,8668,['DB'],,9999999,,16020,Jack Koerner,DB,,
,,,,923897,,,,Shaun,25,Beyer,TRUE,,,,Active,5d0fe7a9-51a2-4e72-b2ea-54721b44db71,,8018,['TE'],,9999999,,15564,Shaun Beyer,TE,,
,,,2957,,,,,Danny,35,Lansanah,FALSE,,9136,,Inactive,e97d7bc9-0906-404c-8090-98ea7b75bbee,,109,['LB'],,9999999,,9160,Danny Lansanah,LB,11762,
00-0032441,696157,,18129,,,,,Aaron,28,Burbridge,FALSE,,29447,,Inactive,fcf3d16b-4cfa-4fd4-87c6-979b5a43c36f,,3368,['WR'],,9999999,,10927,Aaron Burbridge,WR,2979533,
00-0034138,,,20522,,,,,Jon,26,Cunningham,TRUE,,31362,,Active,cae53a94-89ce-4eb5-aff9-b1b618283db3,,5497,['DL'],,9999999,,13088,Jon Cunningham,DT,3125884,
00-0033692,,,19525,,,,,Charlie,27,Miller,TRUE,,30404,,Active,dd6959e5-13cf-4c1f-a05a-03bb7648af96,,4631,['DB'],,9999999,,12876,Charlie Miller,FS,3049640,
,,,17315,,,,,Michael,27,Lee,FALSE,,28823,,Inactive,5e11900f-061e-480c-806d-d813030bfc0c,,2847,['DB'],,9999999,,10631,Michael Lee,CB,3144642,
,,,8655,,,,,Eugene,33,Monroe,FALSE,,9272,,Inactive,14af64f4-90a6-4f56-8624-6a313966cc31,,382,['OL'],5198,9999999,,6049,Eugene Monroe,T,12620,
,,,18140,,,,,Donavon,29,Clark,TRUE,,29458,,Active,32db6282-fecb-409a-8fa7-e898f62051e5,,3379,['OL'],,9999999,,11240,Donavon Clark,G,2576258,
,,,,,,,,Justus,,Reed,TRUE,,,,Active,0286d565-4914-492c-a726-9c1be03c8c39,,7850,"['DL', 'LB']",,,,15710,Justus Reed,DE,,
,,,,1173428,,,,Robert,25,Jones,TRUE,MIA,,OL,Active,0dc9b1b4-8974-47f8-9faa-006f7cc72de2,,7923,['OL'],,9999999,81673E476EAC,15500,Robert Jones,G,,
,,,,1162636,,,,LaRon,,Stokes,TRUE,,,,Active,1522a650-cb4f-11ec-a667-6354702e3fca,,8631,['DL'],,9999999,,,LaRon Stokes,DT,,
,683250,,17030,,,,,Tyler,26,Varga,FALSE,,28752,,Inactive,822a3193-b9b8-4073-a691-9f35f6e0abdb,,2566,['RB'],,9999999,,10192,Tyler Varga,RB,2969294,
00-0034074,832130,,20468,,,,,Jack,25,Heneghan,TRUE,,31330,,Active,678be3a8-1589-476f-b8ff-8189c451a301,,5392,['QB'],,9999999,,13068,Jack Heneghan,QB,3118374,
 00-0035191,,,21458,,,,,Ronald,25,Ollie,TRUE,,32385,,Active,6f02ddea-9d5d-442f-ac40-c252aec881b5,,6556,['DL'],,9999999,,14174,Ronald Ollie,DE,4051591,
00-0034656,,,20613,,,,,Matt,27,Diaz,TRUE,,31616,,Active,9ddec51d-2012-4a18-a37b-fccabf04e0a0,,5666,['OL'],,9999999,,13294,Matt Diaz,OT,3050401,
,564825,,17383,,,,,Taylor,,Pontius,FALSE,,,,Inactive,,,2915,['K'],,9999999,,,Taylor Pontius,K,,
00-0030121,,,15562,,,,,David,30,King,FALSE,,26862,,Inactive,a1e8bc26-2f4a-48f3-b2dc-549d8bc71067,,1697,['DL'],,9999999,,8968,David King,DE,15905,
,,,22461,877915,,,,Delontae,26,Scott,TRUE,,33232,,Active,d13f374b-649e-4762-bcbe-660c6dcc2131,,7487,['DL'],,9999999,,15031,Delontae Scott,LB,3916220,
,,,22006,884809,,,,Chapelle,27,Russell,TRUE,,32911,,Active,6a2ee9da-4df9-4486-8060-8362a20bbb40,,7000,['LB'],,9999999,B01C9471B02E,14755,Chapelle Russell,LB,3923413,
,,,,1172034,,,,Beaux,23,Limmer,TRUE,LAR,,OL,Active,6f225a09-45e4-4e95-9638-e3e1397e55b1,,11782,['OL'],,9999999,898194CDAD63,17826,Beaux Limmer,OL,,
 00-0034933,,,21361,,,,,Ahmad,26,Gooden,TRUE,,32192,,Active,a1d54aed-e9e7-4a77-95c5-5d62be8fe75c,,6398,['LB'],,1723,,14063,Ahmad Gooden,LB,3127075,
,,,,1070655,,Undisclosed,,J.D.,26,DiRenzo,TRUE,,,,Inactive,bf01d170-f1b7-11ed-9bf1-7fd77a26dc1f,,11422,['OL'],,9999999,FC80FC586C5D,17554,J.D. DiRenzo,OL,,
00-0033770,691750,,19501,691750,,,,Justin,30,Hardee,TRUE,CLE,30811,,Active,35150d4a-0dca-4daa-91b3-ffc46d44d1b8,,4611,['DB'],,9999999,792D79C77350,12442,Justin Hardee,CB,2970625,
,,,11751,,,,,Alex,38,Smith,FALSE,,7247,,Inactive,55a668a4-8ce1-464b-a686-47eac2e9b9a5,,661,['TE'],,9999999,,4431,Alex Smith,TE,8485,
00-0027956,464253,,13091,,,,,Corey,31,Liuget,TRUE,,24805,,Inactive,ac540ab1-95e1-48a2-ac93-6c0037c5a026,,894,"['DL', 'LB']",6564,9999999,,7463,Corey Liuget,DT,13989,
,,,1577,,,,,Joel,35,Dreessen,FALSE,,,,Inactive,,,52,['TE'],,9999999,,,Joel Dreessen,TE,,
,,,,1229482,,Foot,,Jer'Zhan,21,Newton,TRUE,WAS,,RDT,Active,9d373d6d-66f7-4ba9-9226-5d5e89a23a5e,,11699,['DL'],,434,395A76D64B44,17707,Jer'Zhan Newton,DL,,2
00-0034173,910383,,20149,910383,,Hamstring,,Eddy,28,Pineiro,TRUE,CAR,31482,K,Active,1c50997f-c56e-47f9-a750-33ab100ed28b,,5189,['K'],13655,430,565DCFEF7659,12582,Eddy Pineiro,K,4034949,1
,,,21906,976316,,,,Jonathan,25,Garvin,TRUE,SF,32912,,Active,586bc34d-f368-4d82-96b1-816d08fa2837,,6965,"['DL', 'LB']",,9999999,1182F2D23832,14365,Jonathan Garvin,LB,4240655,
00-0028142,323254,,13016,,,Ankle,,Virgil,33,Green,TRUE,,24991,,Inactive,6ef43c53-53d7-4b0f-ad99-17664d663ae8,,868,['TE'],6570,634,,7416,Virgil Green,TE,14085,
,,,,1447867,,,,Zach,24,Ojile,TRUE,,,,Active,1739cd60-f3f3-11ed-9b56-1322d9cb05cd,,11486,['RB'],,364,,17637,Zach Ojile,FB,,
,,,,1450253,,,,Andrew,23,Hayes,TRUE,,,,Active,3654d8c0-112f-11ef-bdf6-d1367141f9c0,,12401,['DB'],,9999999,9F44A9F01669,18332,Andrew Hayes,DB,,
,553101,,17068,,,,,Ricky,,Seale,FALSE,,29199,,Inactive,69ba440e-84e1-4ab6-b5c9-75fc9504c89d,,2600,['RB'],,9999999,,,Ricky Seale,RB,2517786,
 00-0035247,,,20803,944023,,,,Trysten,26,Hill,TRUE,NE,31890,,Active,c6c5ae5d-59c6-437d-9768-34e377fddcec,,5989,['DL'],,674,717BD4F33AF4,13514,Trysten Hill,DT,4042141,
,,,22192,,,,,Bronson,24,Rechsteiner,TRUE,,33003,,Active,2d550211-cdf3-44ab-b796-0da23adc21fa,,7190,['RB'],,9999999,,15032,Bronson Rechsteiner,RB,,
00-0022455,,,6300,,,,,Don,40,Muhlbach,TRUE,,7120,,Active,046a6f57-6927-4f46-9c0b-67b762f2e42b,,252,['LS'],,9999999,,6405,Don Muhlbach,LS,8362,
,,,13402,,,,,David,29,Carter,FALSE,,24971,,Inactive,2bfeb3e8-4541-4eb8-95db-f4f067047556,,970,['DL'],,9999999,,,David Carter,DE,14093,
,,,,1130036,,,,Khristian,24,Boyd,TRUE,NO,,LDT,Active,538b5b00-3ad4-45c2-8d97-26f8c57ba1ed,,11796,['DL'],,9999999,5401A8CA0AE3,18055,Khristian Boyd,DL,,2
00-0031291,540531,,16122,,,,,James,30,Wright,FALSE,,27767,,Inactive,c0968ade-8af6-49f3-b812-bf15b6379334,,1898,['WR'],,9999999,,9787,James Wright,WR,16922,
,,,17895,,,,,Ruston,,Webster,FALSE,,,,Inactive,,,3141,,9503,9999999,,,Ruston Webster,,,
00-0033815,734314,,19582,,,,,Reggie,26,Davis,FALSE,,30827,SWR,Inactive,3411b31b-9800-4f5b-a43f-4564c9530627,,4681,['WR'],12914,9999999,,12146,Reggie Davis,WR,3043134,3
00-0031001,794243,,16480,,,,,Jeff,29,Janis,FALSE,,27764,,Inactive,7b1c1855-fc6d-42aa-ac3e-588e82333146,,2140,['WR'],9719,9999999,,9466,Jeff Janis,WR,16960,
 00-0035330,,,21543,1166932,,,,Anthony,27,Pittman,TRUE,,32457,,Active,23df1eb7-f589-4e49-bb31-0b4ce983fe32,,6651,['LB'],,9999999,01114AB1D630,14211,Anthony Pittman,LB,4423367,
00-0026327,,,7509,,,,,John,36,Sullivan,FALSE,,8964,,Inactive,7f87c105-e608-4911-8897-31cc5a443175,,303,['OL'],4930,9999999,,6404,John Sullivan,C,11421,
,,,2503,,,,,D'Qwell,36,Jackson,FALSE,,7783,,Inactive,dda51bc4-eeac-4585-99b0-384b42c25af2,,93,['LB'],3669,9999999,,4933,D'Qwell Jackson,LB,9620,
00-0034068,838200,,20107,,,,,Simmie,26,Cobbs,FALSE,,31397,,Inactive,1dea7b00-f200-470f-8912-ca9d87ceb7e2,,5164,['WR'],13386,9999999,,12480,Simmie Cobbs,WR,3128251,
,,,,1053880,,,,Zaven,25,Collins,TRUE,ARI,,LOLB,Active,61fda7fc-a8d7-435f-9397-5657662cd6b2,,7637,"['DL', 'LB']",,543,5EB553DAD053,15288,Zaven Collins,LB,,1
,,,17464,,,,,Floyd,25,Raven,FALSE,,28977,,Inactive,c0b50f43-d423-4133-950b-aeb6916ea77e,,2970,['DB'],,9999999,,10778,Floyd Raven,SS,2578685,
00-0033719,693143,,19541,,,,,Shane,28,Smith,FALSE,,30739,,Inactive,7076d60f-8cba-41bf-a3ed-ee28af5e240a,,4646,['RB'],,9999999,,12414,Shane Smith,FB,2981212,
,,,17843,,,,,Teryl,,Austin,FALSE,,,,Inactive,,,3093,,9328,9999999,,,Teryl Austin,,,
,,,21523,,,,,Terrence,,Alexander,TRUE,,32393,,Active,fc6ae4d2-32e5-4861-aa8a-ac830ce8505a,,6642,['DB'],,9999999,,14190,Terrence Alexander,CB,3117241,
,608141,,19653,,,,,Jordan,29,Simone,TRUE,,30885,,Active,5b579429-94f8-4b65-9679-6ca32ce0febc,,4737,['DB'],12967,9999999,,12369,Jordan Simone,SS,2578440,
,,,5044,,,,,Andy,35,Studebaker,FALSE,,8980,,Inactive,60c694b9-8dac-4b0e-ad9d-7385e70d87b2,,197,['LB'],,9999999,,6363,Andy Studebaker,LB,11437,
,,,,884795,,,,Josiah,27,Bronson,TRUE,,,,Active,12b626e4-28f9-4f67-bf0f-d8d665f1de28,,8037,['DL'],,9999999,DD6B8784BE07,15607,Josiah Bronson,DT,,
00-0034188,,,20572,,,,,Kyle,27,Meadows,TRUE,,31438,,Inactive,f8ba56d5-ba8f-4ed0-92bc-e850c619bb80,,5546,['OL'],,9999999,,13116,Kyle Meadows,OT,3053777,
,509691,,16062,,,,,IK,29,Enemkpali,FALSE,,27738,,Inactive,463105d7-8a5c-4af9-98e6-e8e5fe7b6f2b,,1853,['LB'],9700,9999999,,9695,IK Enemkpali,LB,16858,
 00-0035049,,,21502,,,,,Anthony,25,Stubbs,TRUE,,32288,,Active,b58cabc3-4443-401f-95fe-54809db519ab,,6508,['LB'],,9999999,,14137,Anthony Stubbs,OLB,4251200,
,,,,1129734,,,,Owen,24,Porter,TRUE,,,,Active,4eb46b80-0589-11ef-a374-8310413f0a4c,,11926,['DL'],,9999999,1A44E78C0E5C,18181,Owen Porter,DL,,
,,,21992,,,,,Trey,24,Adams,TRUE,,33355,,Inactive,980d9a73-9dbb-4456-9256-d4021c013acf,,6852,"['OL', 'OT']",,9999999,,14366,Trey Adams,OT,3886808,
,,,,1164933,,,,Noah,23,Cain,TRUE,,,,Active,6b7f0bc0-0724-11ef-9ba9-4945d9173e1b,,12061,['RB'],,654,5B5F15C6D8DC,17049,Noah Cain,RB,,
00-0032355,702949,,18361,702949,,,,Chester,28,Rogers,TRUE,,29609,,Active,958c9833-2e55-411a-8e0e-ecc229bbeb14,,3582,['WR'],11753,9999999,,11256,Chester Rogers,WR,2983209,
 00-0034945,,,20847,652413,,,,Corbin,28,Kaufusi,TRUE,,32214,,Active,945aa5ab-3fde-4091-b360-66c2da384f2c,,6082,"['DL', 'OL']",,9999999,,13981,Corbin Kaufusi,OL,2970513,
,,,22302,943203,,,,Mike,26,Panasiuk,TRUE,,33354,,Active,4f115bb3-1468-4bfb-a239-e55e6dc7ce3f,,7310,['DL'],,9999999,519649293823A90C,14905,Mike Panasiuk,DT,4046721,
00-0034831,,,19890,880028,,Undisclosed,,Rasheem,27,Green,TRUE,,31049,,Active,9912fa7a-040d-40cf-99b5-0a7a28e0ba1a,,5059,"['DL', 'LB']",,9999999,277A363D75B2,12632,Rasheem Green,DE,3912562,
,,,,918234,,,,Don,25,Gardner,TRUE,,,,Active,a0d670f0-d3f1-11ec-befa-d934fa9cf701,,8872,['DB'],,9999999,DE7DCD68D965,16571,Don Gardner,CB,,
,,,14608,,,,,Terrell,27,Manning,FALSE,,,,Inactive,af3e930f-1b06-4820-a523-edced9ff512e,,1249,['LB'],,9999999,,8187,Terrell Manning,ILB,15110,
,,,,1286064,,,,Brian,21,Thomas,TRUE,JAX,,RWR,Active,271a233e-68b3-4261-a3aa-7667eaf9d3cc,,11631,['WR'],,105,8542FBE776C7,17716,Brian Thomas,WR,,2
,,,15963,,,,,Karim,30,Barton,TRUE,,27787,,Active,50598f3d-1319-470d-8e67-8859dc9ef269,,1791,['OL'],,9999999,,10137,Karim Barton,G,16968,
00-0034563,891900,,20424,,,,,Anthony,26,Manzo-Lewis,TRUE,,31684,,Active,0eff9c9a-de53-4daa-97e0-eec4f3a58455,,5358,['TE'],,9999999,,13056,Anthony Manzo-Lewis,TE,3935107,
,,,,,,,,Cody,25,Chrest,TRUE,,,,Active,35d5f2b0-fb07-11ed-bbd6-6ff8d2fff858,,11523,['WR'],,9999999,,,Cody Chrest,WR,,
,,,,977871,,,,Jalen,25,Pitre,TRUE,HOU,,SS,Active,7ec32a97-e677-487c-a000-74a26de95931,,8314,['DB'],,238,CD7A861FC02C,16073,Jalen Pitre,DB,,1
,,,,1125653,,,,Desjuan,24,Johnson,TRUE,LAR,,LDE,Active,a344e6d1-86a1-4ec6-b734-7a0a0f706206,,11021,['DL'],,9999999,DBE972AF3D70,17279,Desjuan Johnson,DT,,2
,,,17228,,,,,Travis,29,Raciti,TRUE,,28655,,Active,2390592e-bb17-415a-acf4-024c176b14d3,,2760,['DL'],,9999999,,10767,Travis Raciti,NT,2573986,
,,,,1162606,,,,Austin,24,Stogner,TRUE,,,,Active,9e48d420-07db-11ef-85da-4bf21f9887c0,,12212,['TE'],,9999999,35141951B35B,18164,Austin Stogner,TE,,
,,,,,,,,Nelson,,Paul,TRUE,,,,Active,8c6238e0-0bdd-11ef-a3d3-99f448376e80,,12261,['DL'],,9999999,,,Nelson Paul,DE,,
,,,,1286268,,,,Calen,21,Bullock,TRUE,HOU,,SS,Active,f53fd561-f47b-4db2-8318-022246e447ae,,11710,['DB'],,683,C6ED906CA39C,17737,Calen Bullock,DB,,2
00-0031079,,,16438,511734,,,,Pat,32,O'Donnell,TRUE,,27719,,Active,ccb2f18f-1454-4ec4-a9ae-2d7f5c20f86f,,2113,['P'],,9999999,FC6152AE485E,9769,Pat O'Donnell,P,16863,
00-0032389,,,17985,754214,,Undisclosed,,Mackensie,29,Alexander,TRUE,,29287,,Inactive,9b14942e-0ddc-436c-a6be-5947a39589e5,,3224,['DB'],11269,9999999,,10880,Mackensie Alexander,CB,3045120,
,324267,,11054,,,,,T.J.,35,Ward,FALSE,,24013,,Injured Reserve,cca4c795-7fa2-479c-9395-dff76a0abb20,,535,['DB'],5877,9999999,,6657,T.J. Ward,FS,13304,
,498805,,13817,,,,,Stephen,27,Hill,FALSE,,25753,,Inactive,512c64d9-c14a-404a-bd33-7f9a90e53d9a,,1054,['WR'],7445,9999999,,8034,Stephen Hill,WR,14910,
 00-0032810,693428,,17973,,,,,Kalan,28,Reed,FALSE,,29487,,Inactive,3ade957d-5c6f-4f8d-8d56-fdaae1753aa2,,3212,['DB'],11530,9999999,,11248,Kalan Reed,CB,2972090,
,,,19748,,,,,Antonio,27,Crawford,TRUE,,,,Active,9d16002c-05f3-4ad9-a240-9bb09660ac08,,4845,['DB'],,9999999,,12066,Antonio Crawford,CB,2969946,
 00-0035685,946739,,20882,946739,,,,David,27,Montgomery,TRUE,DET,31905,RB,Active,1c9e1cd5-8cb1-4a15-a2c8-3a0c0fd5423c,,5892,['RB'],13978,63,A2114935F695,13556,David Montgomery,RB,4035538,2
00-0034590,,,20331,727750,,,,Frank,28,Herron,TRUE,,31649,,Active,ef0a8abc-074e-4ed1-a053-846c3b1d9cc5,,5660,['DL'],,9999999,,13188,Frank Herron,DE,3042746,
,,,7534,,,,,Justin,38,Smith,FALSE,,,,Inactive,7d7a1e98-3cb7-4a67-837d-49dd23f22c6e,,305,['DL'],,9999999,,,Justin Smith,DT,2552,
00-0031968,733427,,17021,,,,,E.J.,29,Bibbs,FALSE,,29034,,Injured Reserve,7b5052ff-f939-4284-afcf-677ac31dc5ad,,2559,['TE'],,9999999,,10554,E.J. Bibbs,TE,3039924,
,609925,,16973,,,,,Kennard,27,Backman,FALSE,,28601,,Inactive,04712bc5-f4c1-4c9b-9c37-9ff1b06debd5,,2514,['TE'],,9999999,,10488,Kennard Backman,TE,2582311,
,607103,,16927,,,,,Damian,27,Swann,FALSE,,28555,,Inactive,41145000-8ec2-4de0-996e-3c5a07377205,,2470,['DB'],,9999999,,10426,Damian Swann,CB,2578561,
,,,20202,,,,,Ed,26,Shockley,TRUE,,31291,,Active,88cee4cf-92d9-4ed0-aaee-cc866bf3785a,,5675,['LB'],,9999999,,13256,Ed Shockley,LB,3120866,
 00-0035180,,,21506,,,,,Tommy,26,Doles,TRUE,,32373,,Active,ea1c9271-d0b7-463b-a232-3cdd74b31427,,6638,['OL'],,9999999,,14173,Tommy Doles,OT,3116133,
00-0033688,,,19521,,,,,Avery,27,Gennesy,TRUE,,30400,,Inactive,21be8393-db2f-4ef0-98a3-5f1b8421dd54,,4627,['OL'],,9999999,,11795,Avery Gennesy,G,3115302,
00-0031067,,,16039,553084,,,,Cam,31,Fleming,TRUE,,27668,,Active,248b6e0b-bb1b-4dd7-8eb2-b5f7e98c77b1,,1836,"['OL', 'OT']",9615,9999999,B08C3EDEB54D,9362,Cam Fleming,T,16932,
,,,4195,,,,,Andrew,30,McDonald,FALSE,,26473,,Inactive,08fe0a35-cf88-479a-bccb-843a34fd8646,,163,['OL'],,9999999,,9973,Andrew McDonald,OT,15597,
,,,,1125767,,,,Andrew,25,Parker,TRUE,,,,Active,76ab2b60-07e1-11ef-bd2e-f7a44f44aeff,,12223,['LB'],,9999999,DA8A9BEC2EF6,18275,Andrew Parker,LB,,
00-0031158,610931,,16309,,,,,George,29,Atkinson,FALSE,,28185,,Inactive,307141c3-baf9-486c-896c-5bb825f4d082,,2026,['RB'],,9999999,,9280,George Atkinson,RB,17396,
00-0034225,820707,,20405,,,,,Dimitri,25,Flowers,FALSE,,31443,,Inactive,a0c708a2-4620-4b5a-8453-967c2a9bd426,,5353,['RB'],,9999999,,12789,Dimitri Flowers,FB,3116375,
,,,,1108042,,,,Harris,26,LaChance,TRUE,,,,Active,50defbe0-eb82-11ed-9958-1fd4e20c8252,,11286,['OG'],,9999999,,,Harris LaChance,OG,,
