gsis_id,stats_id,injury_start_date,fantasy_data_id,swish_id,pandascore_id,injury_body_part,birth_city,first_name,age,last_name,active,team,yahoo_id,depth_chart_position,status,sportradar_id,injury_notes,player_id,fantasy_positions,rotoworld_id,search_rank,oddsjam_id,rotowire_id,full_name,position,espn_id,depth_chart_order
,,,,,,,,Bryce,,Gallagher,TRUE,,,,Active,0fa9ab10-07d9-11ef-a1a2-efb4a542177c,,12199,['LB'],,9999999,,,Bryce Gallagher,LB,,
,,,22236,,,,,Aleva,24,Hifo,TRUE,,32945,,Active,8f71dfc2-f702-431f-a4b0-70b72ebdaad9,,7235,['WR'],,9999999,,14879,Aleva Hifo,WR,4046668,
,,,,1069362,,,,Dan,25,Moore,TRUE,PIT,,OL,Active,6864e643-1085-41bc-99f0-66184fab5487,,7714,"['OL', 'OT']",,9999999,467EDAE092D4,,Dan Moore,OT,,
00-0034839,885925,,20673,885925,,,,Sam,25,Beal,TRUE,,31764,,Active,eb264430-a673-41be-9d81-588d9a9e10e1,,5766,['DB'],13884,9999999,,13359,Sam Beal,CB,3916720,
 00-0035357,,,21216,881054,,,,Cam,27,Lewis,TRUE,BUF,32416,NB,Active,d5dee97b-aa96-4fa6-868f-b6dc1f66245c,,6314,['DB'],,9999999,9F72CB1D12CA,14253,Cam Lewis,CB,3916577,2
,,,15884,,,,,Brian,30,Folkerts,FALSE,,26031,,Inactive,220fbd2e-10a8-4757-a6f4-6aab0327846a,,1782,['OL'],,9999999,,9078,Brian Folkerts,C,15447,
,,,,946508,,,,Felix,,Harper,TRUE,,,,Active,ec184200-d306-11ec-8b77-45b1765fd110,,8798,['QB'],,9999999,,16585,Felix Harper,QB,,
 00-0035416,,,20818,867750,,,,Mitch,25,Hyatt,TRUE,,32207,,Active,b620e5ee-840c-402d-97be-9b2e0405e1f8,,5988,['OL'],,9999999,,13865,Mitch Hyatt,OL,3728250,
,225194,,852,,,,,Jacob,35,Tamme,FALSE,,8916,,Inactive,e89bed19-f222-41b6-9b85-cc6cccddcd5b,,32,['TE'],4885,9999999,,5780,Jacob Tamme,TE,11373,
,,,,1128118,,,,Rayshad,24,Williams,TRUE,,,,Active,63c0df80-0503-11ef-9072-2714d97d9278,,11879,['DB'],,9999999,62DB58313D66,18147,Rayshad Williams,CB,,
,,,11547,,,,,Eugene,34,Sims,FALSE,,24165,,Inactive,5cf13fe1-ed32-4bf8-8d84-be874c2cd770,,624,['DL'],,9999999,,6763,Eugene Sims,DE,13457,
 00-0035449,,,21246,832437,,,,Jamal,27,Davis,TRUE,,32503,,Active,60c63a9a-f44c-4f12-b724-f65bcb8cce77,,6339,"['DL', 'LB']",,9999999,,13851,Jamal Davis,DE,4046907,
,,,19223,,,,,Landon,28,Lechler,TRUE,,30581,,Active,3b8e195e-3c89-4624-8fd7-03eaf0996ce2,,4366,['OL'],,9999999,,,Landon Lechler,OT,2969462,
00-0032643,,,18578,,,,,Michael,28,Hunter,FALSE,,29848,,Inactive,1413a204-0c2e-40d4-b1fe-15ada63dfb4a,,3766,['DB'],,9999999,,11529,Michael Hunter,CB,2578305,
00-0031152,,,16215,520904,,,,Bryan,31,Witzmann,TRUE,,28205,,Active,61536454-3173-4ff2-b76f-f0bdf9e59fb8,,1961,['OL'],,9999999,,9964,Bryan Witzmann,G,17377,
,,,,1170785,,,,Kyler,22,Baugh,TRUE,,,,Active,62c362b0-0571-11ef-be40-03add12f186d,,11894,['DL'],,9999999,F5C9C7D32C74,18105,Kyler Baugh,DL,,
,,,12294,,,,,Jermelle,33,Cudjo,FALSE,,24586,,Inactive,2eb66ae1-ed96-4911-a87c-86f34e6609d8,,729,['DL'],,9999999,,7142,Jermelle Cudjo,DT,13554,
 00-0035597,886186,,20970,886186,,Knee - ACL,,John,28,Ursua,TRUE,,32068,,Inactive,c00e0b6f-367f-4cf5-ba11-d23b1aa114f1,,6168,['WR'],,9999999,,13470,John Ursua,WR,3933064,
,,,21855,924768,,,,Raymond,24,Calais,TRUE,,32915,,Active,748d5fdf-8a06-4cc1-a8b1-257f4377236a,,6988,['RB'],,9999999,,14625,Raymond Calais,RB,,
00-0033787,746154,,19041,746154,,,,Jake,29,Elliott,TRUE,PHI,30266,K,Active,059e5bb7-1842-4558-9aaf-77c352a21216,,4195,['K'],12367,160,D701BD2CF435,12203,Jake Elliott,K,3050478,1
00-0029191,389514,,14793,,,,,DeShawn,32,Shead,FALSE,,25994,,Inactive,588022c3-f9c6-4f30-b4ea-a264f99fc997,,1311,['DB'],7730,9999999,,8596,DeShawn Shead,CB,15419,
,847325,,17103,,,,,Vernon,25,Johnson,FALSE,,28880,,Inactive,7dc31508-fd98-4737-acf5-a046ec95c61c,,2635,['WR'],,9999999,,,Vernon Johnson,WR,3078581,
,,,,1123818,,,,William,24,Hooper,TRUE,,,,Active,eb08f9b0-edde-11ed-a9c0-73c66e141810,,11363,['DB'],,9999999,C99D53094600,17541,William Hooper,CB,,
 00-0033741,,,19580,,,,,Nick,26,Usher,TRUE,,30764,,Active,ac973c8c-c148-4866-b3fc-f39e402d61d9,,4679,['LB'],,1280,,14483,Nick Usher,OLB,3042536,
00-0032867,,,18436,,,,,Tyler,29,Marz,FALSE,,29947,,Inactive,18ac09ad-486a-4f94-99d0-2099aa85b746,,3645,['OL'],,9999999,,11128,Tyler Marz,G,2576443,
 00-0035170,838138,,21198,,,,,Trevor,25,Wood,TRUE,,32173,,Active,324c013f-3e74-44cf-86a3-c45d7c674426,,6263,['TE'],,9999999,,14188,Trevor Wood,TE,3134013,
,,,15154,,,,,Joplo,30,Bartu,FALSE,,27010,,Inactive,c157e36d-dbe1-4c37-a3f7-8e63f8d3067d,,1537,['LB'],,9999999,,9088,Joplo Bartu,LB,16171,
,,,21952,933480,,,,Rico,26,Dowdle,TRUE,DAL,33100,RB,Active,bba755a2-63b6-4ac1-b806-0609816135de,,7021,['RB'],,147,F8EB1DB18219,14657,Rico Dowdle,RB,4038815,2
,,,,1172330,,,,Deonte,23,Banks,TRUE,NYG,,RCB,Active,e905a38b-bf94-4d46-b9e3-a7b534258a20,,10878,['DB'],,573,4CF3FE7BEFA6,16727,Deonte Banks,DB,,1
,,,,917615,,,,Braxton,,Westfield,TRUE,,,,Active,b1d5bc30-eba1-11ed-8b52-a11a185238e2,,11301,['WR'],,9999999,,17511,Braxton Westfield,WR,,
,702773,,18714,,,,,Jarvis,24,Turner,FALSE,,30022,,Inactive,,,3892,['WR'],,9999999,,11392,Jarvis Turner,WR,2988610,
,,,,873940,,,,Drew,26,Himmelman,TRUE,,,,Active,6a213f8c-74e1-4901-8841-bf5730a23c4b,,8022,"['OL', 'OT']",,9999999,,15633,Drew Himmelman,OT,,
,,,17853,,,,,BJ,27,Lowery,FALSE,,29218,,Inactive,23c040d7-d37c-4abf-bbf5-16c69e542663,,3102,['DB'],,9999999,,10779,BJ Lowery,CB,2511701,
,,,,1182695,,Hamstring,,Mason,23,Tipton,TRUE,NO,,SWR,Active,91918b20-0572-11ef-96c1-f73e6ad39631,,11895,['WR'],,389,7AA2EF670A38,18107,Mason Tipton,WR,,8
,,,1003,,,,,Desmond,33,Bishop,FALSE,,8446,,Inactive,f8155833-0f2f-4237-bdac-98e1a5c67651,,35,['LB'],,9999999,,5944,Desmond Bishop,ILB,10635,
 00-0035106,,,21193,,,,,John,24,Keenoy,TRUE,,32144,,Inactive,778bde7d-c328-439d-a2ac-7f9d1ce23df9,,6281,['OL'],,9999999,,13717,John Keenoy,C,3916742,
,,,5741,,,,,Robert,32,Meachem,FALSE,,,,Inactive,23d258b7-24bb-4b39-982e-cfb9a6f7bab6,,230,['WR'],,9999999,,,Robert Meachem,WR,10471,
00-0032204,,,16852,557187,,,,Chaz,30,Green,TRUE,,28479,,Active,89c07ccf-8157-4246-8c83-898a81d2dc77,,2396,"['OG', 'OL', 'OT']",,9999999,,10278,Chaz Green,T,2516053,
00-0034628,,,20137,742400,,,,Jaryd,28,Jones-Smith,TRUE,,31583,,Active,c0561c0e-ca00-48bf-a38b-2636451c1640,,5202,['OL'],,9999999,92748A7F100D,12679,Jaryd Jones-Smith,T,3045160,
,,,22229,,,,,Ahmad,25,Wagner,TRUE,,33182,,Inactive,0cdcabee-0c9b-4226-b20b-a15ab96dda36,,7228,['WR'],,9999999,,14880,Ahmad Wagner,WR,3935018,
00-0034631,850603,,20295,850603,,,,Vyncint,27,Smith,TRUE,,31588,,Active,a63918a5-da89-40d9-8518-30a3e0e46da1,,5260,['WR'],,9999999,,12979,Vyncint Smith,WR,3155188,
,,,15581,,,,,Eric,30,Rogers,TRUE,,27338,,Active,bb710777-1fa3-45e0-877b-4331b35ce476,,1701,['WR'],9105,9999999,,8929,Eric Rogers,WR,,
,,,,1229669,,Undisclosed,,Roman,23,Wilson,TRUE,PIT,,SWR,Active,43563ab6-46b9-44d3-aaf2-bc1eb4d1f8d1,,11630,['WR'],,200,9568B303BB99,17043,Roman Wilson,WR,,2
,,,15274,,,,,Jumal,30,Rolle,FALSE,,27011,,Inactive,152ebb93-95a9-410a-a6c4-a93184fda16a,,1606,['DB'],,9999999,,9237,Jumal Rolle,CB,16219,
,,,,1068276,,,,Bryce,,Watts,TRUE,,,,Active,b87261a0-ca24-11ec-9f1c-b7114d38a85b,,8565,['DB'],,9999999,,16311,Bryce Watts,CB,,
,,,22136,884974,,,,Blake,27,Brandel,TRUE,MIN,32873,OL,Active,44dd8731-122b-4f26-a599-10c5aa37acbc,,7129,['OL'],,9999999,647AF4146592,14825,Blake Brandel,T,3930270,
,,,21810,913163,,,,Tyler,26,Huntley,TRUE,,32993,,Active,7c226f73-a59f-4db6-ad98-2766d05d4d5a,,7083,['QB'],,604,37E42B28F3C4,14563,Tyler Huntley,QB,4035671,
,,,12513,,,,,Derek,32,Hagan,FALSE,,,,Inactive,1618d8c3-dc48-496c-91a3-ccdc9ccbb015,,764,['WR'],,9999999,,,Derek Hagan,WR,9668,
,,,,1187605,,,,Nik,,Constantinou,TRUE,,,,Active,66b8f5c0-0f07-11ef-9034-c934d438cacb,,12393,['P'],,9999999,B598A00A21CE,,Nik Constantinou,P,,
,,,,1172046,,,,Zion,23,Logue,TRUE,ATL,,,Active,17805ded-83cc-49b2-95f1-855841dcede5,,11798,['DL'],,9999999,25FFE6499BFE,17949,Zion Logue,DL,,
,,,12279,,,,,Tyler,35,Polumbus,FALSE,,900018,,Inactive,9798d4cd-516f-4b1a-b388-cafe570db95b,,726,['OL'],,9999999,,7136,Tyler Polumbus,T,11572,
00-0030280,495184,,15045,,,,,Knile,28,Davis,FALSE,,26719,,Inactive,a0e27c0c-0b7e-4da4-b228-1a366b09596e,,1463,['RB'],8467,9999999,,8600,Knile Davis,RB,15832,
,,,,,,,,Mathieu,,Severance,TRUE,,,,Active,e8eb3a30-0c7d-11ef-ba0f-0dc4f02f932d,,12288,['RB'],,9999999,,,Mathieu Severance,RB,,
,,,,,,,,Player,,Invalid,FALSE,,,,Inactive,,,7570,['WR'],,,,,Player Invalid,WR,,
,553288,,17104,,,,,Jarred,25,Haggins,FALSE,,,,Inactive,15a00d57-12c9-4fb5-a73e-4afca370c73d,,2636,['WR'],,9999999,,,Jarred Haggins,WR,2512506,
,,,,1172053,,,,George,23,Pickens,TRUE,PIT,,LWR,Active,018e8f25-54e5-44f1-967a-7ff237f1c52f,,8137,['WR'],,57,FB08B18652D1,15853,George Pickens,WR,,1
,,,12747,,,,,Aaron,30,Williams,FALSE,,24821,,Inactive,becd2875-f4c1-45a5-8676-f6fb25b30fe9,,800,['DB'],6444,9999999,,7523,Aaron Williams,SS,14045,
 00-0034972,944343,,20868,944343,,,,Alexander,26,Mattison,TRUE,LV,31934,RB,Active,ae4faec0-509d-4080-b5cb-d1a44d062858,,5987,['RB'],13958,229,76E355E08A1B,13477,Alexander Mattison,RB,4048244,2
,,,,1130621,,,,Chevan,,Cordeiro,TRUE,,,,Active,354d9700-0720-11ef-92a9-7d763f517abf,,12046,['QB'],,9999999,693D93823982,17698,Chevan Cordeiro,QB,,
,,,,1065054,,,,TJ,24,Carter,TRUE,,,,Active,b912dd90-d20a-11ec-b088-a57acd83a59a,,8748,['DB'],,9999999,,16235,TJ Carter,DB,,
,266725,,8670,,,,,Robert,35,Ayers,FALSE,,9282,,Inactive,65bc0f5a-a755-4be4-84b6-a9324a1bdced,,383,['DL'],5261,9999999,,6060,Robert Ayers,DE,12432,
,,,22223,880546,,,,Mike,25,Horton,TRUE,,33142,,Active,d4acfff4-7bee-49f7-abc2-3847a8b85dce,,7221,['OL'],,9999999,,14970,Mike Horton,G,3916943,
,,,,1178202,,,,Duke,23,Clemens,TRUE,,,,Active,2c0b34c0-07bd-11ef-a977-0316dd02e472,,12127,['OL'],,9999999,1A3E6D7A5F6E,,Duke Clemens,OL,,
00-0028263,557954,,13264,,,,,Andre,33,Holmes,FALSE,,25234,,Inactive,996974b8-2e0a-47d9-90a7-c3455192d06b,,940,['WR'],6954,9999999,,7405,Andre Holmes,WR,14403,
,,,,942947,,,,Coy,26,Cronk,TRUE,,,,Inactive,86533fa3-a5f5-41c7-9942-e33ba6b5c18c,,8062,['OL'],,9999999,61860D2617ED,,Coy Cronk,T,,
,,,20471,,,,,Davond,,Dade,TRUE,,31790,,Active,7421cd81-9b89-499a-9c8f-08a97cd873fd,,5793,['DL'],,9999999,,13388,Davond Dade,DE,3045643,
00-0034102,,,20392,757671,,,,Timon,26,Parris,TRUE,,31403,,Active,5e8ec29b-9769-4071-b9f8-3722cd138fc1,,5430,"['OL', 'OT']",,9999999,,12940,Timon Parris,T,3049959,
,,,,936967,,,,Landon,25,Dickerson,TRUE,PHI,,OL,Active,6a904c64-5425-4f6d-b35a-1b72eaa256c6,,7665,['OL'],,9999999,4CACC0ED2EBD,15426,Landon Dickerson,OL,,
00-0028664,,,13119,,,Abdomen,,Chris,32,Jones,TRUE,,25431,,Active,4d1f4c44-3666-4014-95fc-4b0013b6d9a5,Surgery,903,['P'],,9999999,,8021,Chris Jones,P,14723,
,,,17796,,,,,Sean,,Payton,FALSE,,,,Inactive,,,3062,,8355,9999999,,,Sean Payton,,,
 00-0034932,823871,,21369,823871,,,,Austin,26,Fort,TRUE,,32191,,Active,92c3ccc0-b808-4852-a65d-c2c7e9118cef,,6396,['TE'],,9999999,,14062,Austin Fort,TE,3125402,
,653690,,18025,,,,,Joshua,27,Perry,FALSE,,29336,,Inactive,69a0a587-2b93-4edd-8bea-57c6a1bb8ef2,,3264,['LB'],,9999999,,11099,Joshua Perry,ILB,2976306,
,,,,1285965,,,,JC,21,Latham,TRUE,TEN,,OL,Active,f610a744-8d29-4bc3-99d6-595aae0ace8f,,11672,['OL'],,9999999,9E68B61790FB,17713,JC Latham,OL,,
,,,19499,,,,,Matthew,28,Godin,TRUE,,30804,,Active,bcab1a88-9852-414c-986b-5df3e4bb478a,,4609,['DL'],,9999999,,12393,Matthew Godin,DE,2977636,
00-0033138,609487,,18735,609487,,,,Sam,30,Ficken,TRUE,,30038,,Active,f61e6429-3f9b-478c-8697-e00fe813ce9c,,3909,['K'],12088,307,,11610,Sam Ficken,K,2582139,
,557870,,17417,,,,,Diandre,27,Campbell,FALSE,,28795,,Inactive,67603eaf-6084-4c4c-82b0-e23188ee4b92,,2946,['WR'],,9999999,,10770,Diandre Campbell,WR,2509475,
,,,16948,,,,,Tony,27,Steward,FALSE,,28576,,Inactive,634edfaf-81f7-4603-af30-0f08f58269ad,,2489,['LB'],,9999999,,10477,Tony Steward,LB,2576504,
00-0026618,284055,,9994,,,,,Michael,36,Bennett,TRUE,,9568,,Injured Reserve,485369eb-3586-4aa2-9628-77d954f23da3,,495,['DL'],5530,9999999,,6381,Michael Bennett,DE,12762,
,,,,1161114,,,,Snoop,24,Conner,TRUE,,,,Active,2b7f2ddb-f70a-4c67-a10f-967fc873e7d8,,8179,['RB'],,434,07EEF44842B6,15897,Snoop Conner,RB,,
,,,,1126822,,,,Elijah,24,Collins,TRUE,,,,Active,f0da68b0-0723-11ef-81a5-33cf783c5248,,12066,['RB'],,310,3869884F1181,18282,Elijah Collins,RB,,
00-0034271,840787,,19959,,,,,Jordan,25,Lasley,FALSE,,31132,,Inactive,be898c2b-4780-4c33-a54b-e93ab2822bec,,5070,['WR'],,9999999,,12543,Jordan Lasley,WR,3134302,
,,,18505,,,,,Arjen,25,Colquhoun,FALSE,,29890,,Inactive,,,3700,['DB'],,9999999,,11370,Arjen Colquhoun,CB,2576260,
,,,,1124187,,,,Jose,23,Barbon,TRUE,,,,Active,03944ec0-f66e-11ed-823b-d335e7ef7897,,11504,['WR'],,253,,16696,Jose Barbon,WR,,
,,,,976274,,,,Tariq,24,Carpenter,TRUE,,,,Active,9696758c-efb4-4e6e-804b-a94a3309d577,,8405,['DB'],,9999999,8685C08F3190,16285,Tariq Carpenter,DB,,
 00-0028424,407045,,12716,,,,,Cedric,32,Thornton,FALSE,,25048,,Inactive,1e110bd9-4eca-410f-82ed-e4d8af131574,,791,"['DB', 'DL']",,9999999,,7874,Cedric Thornton,DT,14310,
 00-0035287,838443,,20835,838443,,,,KeeSean,26,Johnson,TRUE,,32006,,Active,7e8f4076-25e1-41e5-8e71-f70397a3729d,,5962,['WR'],14195,9999999,,13628,KeeSean Johnson,WR,3124537,
 00-0033776,693981,,19507,,,,,Gimel,28,President,FALSE,,30803,,Inactive,69abeeed-ad7d-46a8-a1a2-ce0c0a1c3afe,,4616,['LB'],12891,9999999,,12415,Gimel President,OLB,2971022,
,,,,1172024,,,,Treylon,24,Burks,TRUE,TEN,,LWR,Active,45763342-0208-46ab-a5d2-6c6e4ff66b66,,8135,['WR'],,282,E920D2262CF9,15896,Treylon Burks,WR,,4
,,,,1061695,,,,Joey,25,Blount,TRUE,ARI,,SS,Active,6604be40-cd99-11ec-b94f-57e6927758e6,,8683,['DB'],,9999999,CB626EFCFB3F,16453,Joey Blount,DB,,2
00-0034090,744603,,20428,744603,,,,Skai,27,Moore,TRUE,,31372,,Active,6bfc1107-7883-47db-85ef-3f8f24222a20,,5450,['LB'],,9999999,,12967,Skai Moore,LB,3048912,
00-0033391,,,19285,,,,,Jason,28,King,TRUE,,30665,,Active,82d57e35-193d-4f1f-ae40-f73b4c4c15c0,,4425,['OL'],,9999999,,12927,Jason King,G,2977770,
,,,16288,,,,,Chase,28,Vaughn,FALSE,,,,Inactive,b360c614-ada9-42fd-831d-6d35062ecae7,,2012,['LB'],,9999999,,,Chase Vaughn,ILB,17438,
,,,21928,918817,,Heel,,Daniel,26,Thomas,TRUE,JAX,32827,FS,Active,15a6249f-f4cf-47c2-8251-8a3a802b3db0,,7053,['DB'],,9999999,8629A788AC05,14687,Daniel Thomas,DB,4035505,2
,,,,1130555,,Hamstring,,Tommy,24,Tremble,TRUE,CAR,,TE,Active,cbee2fd3-e5f2-4316-bffd-531f1873f032,,7694,['TE'],,693,C2C604CCB3D4,15371,Tommy Tremble,TE,,2
,,,,1073234,,,,Tyshaun,23,James,TRUE,,,,Active,4afcff10-cc7f-11ec-8d55-87af3a9174bd,,8656,['WR'],,9999999,,16331,Tyshaun James,WR,,
,,,,1064136,,,,Andre',25,Sam,TRUE,PHI,,,Active,9d76b520-072d-11ef-a877-6b032c0eabad,,12102,['DB'],,9999999,60C765BD35D6,18004,Andre' Sam,DB,,
,,,22399,,,,,Broc,24,Rutter,TRUE,,33202,,Active,2162bbf8-b5a1-4c8b-9a44-97efcd175592,,7418,['QB'],,9999999,,14872,Broc Rutter,QB,,
00-0034804,,,19941,838218,,Calf,,Brian,28,Allen,TRUE,,31081,,Inactive,ad9a0044-67f0-4303-ab38-a8459e32a9cb,,5304,['OL'],13242,9999999,7A5D1B705E4A,12656,Brian Allen,OL,3134666,
 00-0034995,884610,,20984,884610,,,,Dexter,25,Williams,TRUE,,32026,,Active,a2e0f742-e608-4e29-99cd-e7cd765afba1,,6153,['RB'],14175,9999999,,13670,Dexter Williams,RB,3932449,
00-0034548,,,20436,,,,,D'Juan,27,Hines,FALSE,,31679,,Inactive,23489c12-9efd-4a72-a43a-38d2981caca3,,5418,['LB'],,9999999,,13051,D'Juan Hines,OLB,3040024,
,,,,1181874,,Pectoral,,Tucker,23,Kraft,TRUE,GB,,TE,Active,3a084c5f-6b9f-4703-a0c7-1566bc4b1129,,9484,['TE'],,263,0B9936044BCF,16649,Tucker Kraft,TE,,2
00-0027959,356375,,12885,,,,,Phillip,33,Taylor,FALSE,,24808,,Inactive,29eb7ecf-3967-4bc4-812f-9ffa947b34ff,,838,['DL'],6537,9999999,,7466,Phillip Taylor,NT,13968,
 00-0034916,,,21099,,,,,Andrew,25,Ankrah,TRUE,,31824,,Active,7bca471d-9352-4fd7-ac8c-42efcdcf3c27,,6198,"['DL', 'LB']",,9999999,,13935,Andrew Ankrah,DE,3049326,
,,,,1049254,,,,Jake,25,Haener,TRUE,NO,,QB,Active,70376919-8220-4128-a089-72d5b10f2346,,10215,['QB'],,520,C316109EF9FD,16912,Jake Haener,QB,,3
,,,17039,,,,,Duplicate,25,Player,FALSE,,,,Inactive,,,2574,['DL'],,9999999,,,Duplicate Player,DE,2512212,
 00-0034954,,,21366,821593,,,,Malik,27,Reed,TRUE,,32220,,Active,7f35aa83-30f3-4997-b5de-11b0c19e90cb,,6436,"['DL', 'LB']",,9999999,1.22251E+11,13907,Malik Reed,LB,3124634,
00-0032366,,,18162,651785,,,,Tyler,31,Matakevich,TRUE,PIT,29480,LILB,Active,b217c699-2eb4-4c60-9d7f-2df8e4232009,,3401,['LB'],,9999999,F4D3A3DBB747,11129,Tyler Matakevich,LB,2976249,2
,,,,1214414,,,,Theo,23,Johnson,TRUE,NYG,,TE,Active,a5d4bb1d-c130-47c2-808a-2dd1f85005fb,,11597,['TE'],,244,464BD224959C,17021,Theo Johnson,TE,,2
,449282,,13921,,,,,Robert,30,Golden,FALSE,,26222,,Inactive,77f923a3-67cd-4957-931d-b3865bdd3f6e,,1090,['DB'],,9999999,,8563,Robert Golden,SS,15213,
,,,,1177052,,,,Josh,23,DeBerry,TRUE,,,,Active,f20db790-072e-11ef-b888-c5a88223ce52,,12092,['DB'],,9999999,5941BE9B7148,18250,Josh DeBerry,CB,,
,,,,924055,,,,Osa,26,Odighizuwa,TRUE,DAL,,LDT,Active,5bc24739-494e-4d0c-beae-e15231743bcf,,7695,['DL'],,9999999,BC38A8FC9EF2,15284,Osa Odighizuwa,DT,,1
,,,,1121069,,,,Hassan,23,Hall,TRUE,,,,Active,25c29aa0-eaee-11ed-9987-f5ca5f2343d6,,11270,['RB'],,342,E912ED4EB14E,17244,Hassan Hall,RB,,
00-0034808,879766,,19957,879766,,,,John,27,Kelly,TRUE,BAL,31145,,Active,27156b0b-e82d-4d02-8a04-ca1891d77110,,5076,['RB'],13212,620,F0DFD28CA12D,12555,John Kelly,RB,3915381,
,,,21074,,,,,Jovon,,Durante,FALSE,,,,Inactive,,,6091,['WR'],,9999999,,,Jovon Durante,WR,,
,,,,1325231,,,,Braelon,20,Allen,TRUE,NYJ,,RB,Active,d7f72deb-c1e2-47a2-b651-887f0e33dc44,,11576,['RB'],,191,B5B42F29CCCF,17702,Braelon Allen,RB,,2
,694899,,18329,,,,,Christian,24,Powell,FALSE,,29492,,Inactive,8d992d52-fe0f-4188-820c-a38a52f72975,,3556,['RB'],,9999999,,11648,Christian Powell,RB,,
,,,15262,,,,,Jesse,26,Williams,FALSE,,26760,,Inactive,1a7d9526-76d9-4267-b083-c919560ee4b5,,1602,['DL'],,9999999,,8671,Jesse Williams,DT,16029,
,,,,1109761,,,,Tre,,Turner,TRUE,,,,Active,e7642500-d3a4-11ec-96a0-c3471a31202c,,8169,['WR'],,9999999,,15822,Tre Turner,WR,,
,,,,1130534,,Undisclosed,,Ja'Mion,24,Franklin,TRUE,,,,Active,7c2a54a0-0703-11ef-8631-41a49cae95c3,,11980,['DL'],,9999999,FBD68D6D3E9A,18123,Ja'Mion Franklin,DT,,
,,,,976514,,,,Baron,25,Browning,TRUE,DEN,,LOLB,Active,faf72326-5e36-4bdd-9843-5d2a6b4ee6b4,,7681,"['DL', 'LB']",,626,732F7D014014,15422,Baron Browning,LB,,1
,,,19342,,,,,Korren,27,Kirven,TRUE,,30475,,Inactive,e9ac5b01-b0e7-41b3-a8cc-ea012faa0fe3,,4474,['OL'],,9999999,,12520,Korren Kirven,OT,2979850,
,,,21408,,,,,Justice,25,Powers,TRUE,,32177,,Active,e394ceed-c6a1-44c7-a80a-a8d2cd12d088,,6425,['OL'],,9999999,,14052,Justice Powers,G,4239813,
00-0027002,,,9051,,,,,Clay,35,Matthews,TRUE,,9290,,Active,b5a6d6f3-73a9-4d70-bfa1-786bf166d14c,,425,['LB'],5278,9999999,,6072,Clay Matthews,LB,12438,
,,,,1051272,,Shoulder,,Joe,25,Tryon-Shoyinka,TRUE,TB,,ROLB,Active,933edc6a-9617-4957-8f64-62a11bc43e6c,Sprain,7625,"['DL', 'LB']",,676,A58D9D0A33F2,15585,Joe Tryon-Shoyinka,LB,,1
00-0034603,,,20111,865534,,,,Kevin,28,Toliver,TRUE,,31667,,Active,3c20f5c4-3ac8-47aa-ba3c-c09ddf94c814,,5629,['DB'],,9999999,,12597,Kevin Toliver,CB,3843234,
,,,,1165240,,,,Dorian,23,Williams,TRUE,BUF,,ROLB,Active,2d51bf60-ea75-4142-a00a-8b152a91e59f,,10923,['LB'],,9999999,4FD12F91155A,,Dorian Williams,LB,,1
00-0031630,,,17008,,,,,Akeem,29,King,TRUE,,28637,,Active,76392d70-bbcb-429c-82df-853b72a926de,,2548,['DB'],,910,,10509,Akeem King,CB,2509574,
 00-0035483,945086,,21316,,,,,Drew,26,Anderson,TRUE,,32152,,Active,17c30647-39b9-46c2-9ba5-599f6007fc71,,6371,['QB'],,1714,,14040,Drew Anderson,QB,4040826,
,,,8788,,,,,Matt,31,Shaughnessy,FALSE,,9335,,Inactive,29ffe81b-32dc-4bce-9aaf-aaeb5ff64df2,,398,['DL'],,9999999,,6064,Matt Shaughnessy,DE,4042887,
,,,12458,,,,,Bryan,29,McCann,FALSE,,,,Inactive,ea2faa5d-9ace-4b32-9634-581d400945c5,,756,['DB'],,9999999,,,Bryan McCann,CB,13609,
,,,,1128783,,,,Elijah,24,Moore,TRUE,CLE,,SWR,Active,b1935e20-6bd6-4863-8d7e-702ec403491f,,7596,['WR'],,267,EAFBC7D94CF0,15280,Elijah Moore,WR,,3
,553126,,16835,,,,,Owamagbe,28,Odighizuwa,FALSE,,28462,,Inactive,398d28eb-4f22-4021-b748-81cfc1c6b4c0,,2379,['DL'],10456,9999999,,10315,Owamagbe Odighizuwa,DE,2510866,
,,,13696,,,,,Michael,28,McAdoo,FALSE,,25683,,Inactive,f521f50a-4073-4bc4-86e0-bfc6c0282f6b,,1021,['LB'],,9999999,,7954,Michael McAdoo,ILB,14853,
,,,,924494,,,,Dwayne,24,Johnson,TRUE,NYG,,,Inactive,ddbe4da5-1393-4b1f-8708-92f66412d6a9,,7748,['DB'],,9999999,,15755,Dwayne Johnson,DB,,
,,,,1289220,,,,Zaire,25,Mitchell-Paden,TRUE,,,,Active,faaf7f80-d307-11ec-8b77-45b1765fd110,,8799,['TE'],,619,3D9FD47BDD70,16530,Zaire Mitchell-Paden,TE,,
,,,,1164889,,,,Garrett,24,Wilson,TRUE,NYJ,,RWR,Active,68d72fe0-79b2-4fdb-afd5-6c79676e77f3,,8146,['WR'],,12,F6B4E30BC359,15829,Garrett Wilson,WR,,1
00-0034087,836224,,20298,,,,,Steve,26,Ishmael,FALSE,,31369,,Inactive,dd75b91c-07ff-4aa2-8409-02841824fee2,,5262,['WR'],13555,1447,,13075,Steve Ishmael,WR,3123992,
