ChrisMoffitt,4311.98
DaFlowMasta,3376.299999999999
Denver71,1945.1999999999996
Lorrinstone,3495.060000000001
TheMattNelson,3892.3
VibesGuyFieri,3795.26
ahstewart,3383.6400000000003
blunchmeister,3156.48
fartdoctor,2671.6000000000004
karatorbert,3402.2799999999984
wopemganghamstyle,4183.98
zackallen22,3815.060000000001
