stats_id,fantasy_data_id,active,team,status,player_id,fantasy_positions,full_name,position,depth_chart_order
,19637,TRUE,,Active,4847,"['DL', 'LB']",Mikey Bart,DE,
,17226,FALSE,,Inactive,2758,['LB'],Brennen Beyer,ILB,
,,TRUE,BUF,Active,11376,['OL'],Richard Gouraige,OL,
,22367,TRUE,NO,Active,7381,['DL'],Niko Lalos,DE,
605418,16088,TRUE,,Active,1872,['DL'],Timmy Jernigan,DT,
,22201,TRUE,,Inactive,7199,['DB'],Josh Nurse,DB,
156595,12137,FALSE,,Inactive,698,['QB'],Charlie Whitehurst,QB,
,21119,TRUE,TB,Active,6221,"['OL', 'OT']",Justin Skule,OT,
,,TRUE,SF,Active,8698,['TE'],Jake Tonges,TE,3
606045,18217,TRUE,,Active,3453,['RB'],Josh Ferguson,RB,
784764,19242,TRUE,,Active,4385,['RB'],Kalif Phillips,RB,
462234,15311,FALSE,,Injured Reserve,1623,['DB'],Marcus Cromartie,FS,
,21809,TRUE,,Active,7013,['QB'],Steven Montez,QB,
,,TRUE,,Inactive,8084,['DB'],Mark Gilbert,CB,
,,TRUE,LAC,Active,11849,['OL'],Karsen Barnhart,OL,
,17213,FALSE,,Inactive,2745,"['DL', 'LB']",Brad Bars,DE,
609947,16561,FALSE,,Inactive,2193,['RB'],Darrin Reaves,RB,
,,TRUE,,Active,7862,['WR'],T.J. Vasher,WR,
,,TRUE,,Active,10233,['QB'],Max Duggan,QB,
213961,3,FALSE,,Inactive,8079,['TE'],Craig Stevens,TE,
508985,15126,TRUE,,Injured Reserve,1517,['RB'],Theo Riddick,RB,
,20414,FALSE,,Inactive,5354,['K'],Canon Rooker,K,
,14928,FALSE,,Inactive,1396,['DB'],Josh Aubrey,SS,
1165740,21161,TRUE,,Inactive,6279,['TE'],Brandon Dillon,TE,
867993,21497,TRUE,,Active,6501,['TE'],C.J. Conrad,TE,
,20648,TRUE,,Inactive,5704,,David Tepper,,
,,TRUE,,Active,11217,['LB'],Michael Ayers,LB,
,2307,FALSE,,Inactive,85,['DL'],Justin Tuck,DE,
,,TRUE,IND,Active,11709,['OL'],Matt Goncalves,OL,
,,TRUE,,Active,11161,['DB'],Kendall Smith,DB,
,,TRUE,,Active,8796,['LB'],Silas Kelly,LB,
,,TRUE,IND,Active,8620,['LB'],Segun Olubi,LB,1
,16767,TRUE,SEA,Active,2311,['DL'],Leonard Williams,DE,1
,21327,TRUE,,Active,6351,['DB'],Corrion Ballard,S,
607692,18367,FALSE,,Inactive,3587,['DB'],Stefan McClure,SS,
,,TRUE,,Active,11865,['DB'],Jalyn Phillips,DB,
,18590,TRUE,,Active,3777,['OL'],Dillon Gordon,OT,
,20639,TRUE,,Active,5728,['OL'],Kendall Calhoun,OT,
267363,13586,FALSE,,Inactive,1007,['TE'],Kevin Brock,TE,
,19484,TRUE,,Active,4932,['DL'],Nick James,DT,
,21463,TRUE,HOU,Active,6476,['DB'],D'Angelo Ross,DB,
,17538,TRUE,,Active,3005,['DL'],Lavon Hooks,DT,
,18277,TRUE,,Inactive,3511,['DL'],Aziz Shittu,DT,
729673,20681,TRUE,,Active,5776,['WR'],Mark Chapman,WR,
,21900,TRUE,BAL,Active,6818,['DL'],Justin Madubuike,DT,1
606492,17419,TRUE,,Active,2948,['RB'],Brandon Cottom,RB,
,20427,TRUE,,Active,5635,['DB'],Rashard Fant,CB,
1050926,21312,TRUE,,Active,6381,['WR'],Alexander Hollins,WR,
886225,20922,TRUE,PIT,Active,6016,['TE'],Dax Raymond,TE,
,20571,TRUE,,Active,5538,['OL'],Fred Lauina,G,
,,TRUE,ARI,Active,11744,['DB'],Dadrion Taylor-Demerson,DB,2
,18549,FALSE,,Inactive,3738,['OL'],Jake Bernstein,G,3
,14235,FALSE,,Inactive,1163,['DL'],Markus Kuhn,DT,
,19561,TRUE,,Inactive,4662,['OL'],Dillon DeBoer,C,
,,TRUE,WAS,Active,11157,['WR'],Brycen Tremayne,WR,
590808,18235,FALSE,,Inactive,3471,['RB'],Aaron Green,RB,
,13434,FALSE,,Inactive,977,['DL'],Demarcus Dobbs,DE,
464275,16740,FALSE,,Inactive,2297,['RB'],Glenn Winston,RB,
,21891,TRUE,,Inactive,6981,"['DL', 'LB']",Tipa Galeai,LB,
332357,13048,FALSE,,Inactive,881,['QB'],Ricky Stanzi,QB,
,19421,TRUE,,Active,4542,['DB'],B.T. Sanders,SS,
,20898,TRUE,BUF,Active,5841,['DL'],Ed Oliver,DT,1
,,TRUE,,Active,8366,['LB'],Isaiah Graham-Mobley,LB,
,21797,TRUE,,Active,6908,['RB'],La'Mical Perine,RB,
,,TRUE,LV,Active,7710,['DL'],Janarius Robinson,DE,2
,14892,FALSE,,Inactive,1370,['OL'],William Campbell,G,
,18247,FALSE,,Inactive,3482,['DB'],Elijah Shumate,SS,
751882,19454,TRUE,,Active,4569,['WR'],Brian Brown,WR,
,,TRUE,,Active,8823,['OL'],Alex Mollette,OL,
,,TRUE,,Active,12120,['OL'],Zuri Henry,OL,
,,TRUE,,Active,8277,['LB'],Christopher Allen,LB,
555865,18778,FALSE,,Inactive,3945,['WR'],Darius White,WR,
,,TRUE,,Active,12060,['LB'],Aaron Casey,LB,
,20569,TRUE,,Active,5525,['OL'],Justin Evans,OT,
558876,19573,TRUE,,Active,4673,['RB'],Algernon Brown,FB,
882929,19937,TRUE,,Active,5007,['WR'],Keke Coutee,WR,
,,TRUE,CLE,Active,8116,['RB'],Pierre Strong,RB,3
