,Projections_2024,Projections_2022,Stats_2022,stats_id,Stats_2023,Cost_2023,Cost_2022,Bought_By_2023,Bought_By_2022,VORP_2024_med,VORP_2024_mean,VALUE,fantasy_data_id,Projections_2023,active,team,status,player_id,fantasy_positions,full_name,position,depth_chart_order
2617,232.0,0.0,16.0,,48.0,0,0,,,0,0,0,,0.0,True,TB,Active,7815,['LB'],K.J. Britt,LB,1.0
2619,21.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,DET,Active,11339,['DB'],Brandon Joseph,DB,2.0
2627,40.7,116.6,123.0,604176.0,85.5,1,1,karatorbert,JohnnyUtahOhio,0,0,0,18032.0,87.1,True,LAR,Active,3271,['TE'],Tyler Higbee,TE,4.0
2635,18.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12138,['DL'],Anthony Goodlow,DE,
2640,22.0,83.0,84.0,469127.0,28.0,0,0,,,0,0,0,13961.0,20.0,True,,Active,1099,['K'],Randy Bullock,K,
2652,18.0,68.0,88.0,,68.0,0,0,,,0,0,0,19846.0,0.0,True,IND,Active,4975,['DL'],Taven Bryan,DE,3.0
2654,58.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,NYJ,Active,8618,['LB'],Marcelino McCrary-Ball,LB,
2657,225.7,379.3,391.9,822857.0,29.1,40,38,ahstewart,fartdoctor,0,0,0,19798.0,0.0,True,CLE,Active,4988,['RB'],Nick Chubb,RB,4.0
2659,41.5,226.5,197.2,690153.0,54.8,1,18,TheMattNelson,TheMattNelson,0,0,0,15150.0,77.8,True,PIT,Active,1535,['RB'],Cordarrelle Patterson,RB,3.0
2663,104.60000000000001,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,SF,Active,11638,['WR'],Ricky Pearsall,WR,3.0
2664,50.4,0.0,22.46,,4.0,0,0,,,0,0,0,,99.8,True,TB,Active,7605,['QB'],Kyle Trask,QB,2.0
2667,14.0,0.0,36.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,7711,['DL'],Tommy Togiai,DT,
2678,54.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11094,['LB'],Thomas Rush,LB,
2691,172.70000000000002,98.4,78.1,,208.70000000000002,0,0,,,0,0,0,,141.1,True,HOU,Active,7569,['WR'],Nico Collins,WR,1.0
2693,171.0,60.0,132.0,,257.0,0,0,,,0,0,0,,231.0,True,DEN,Active,7765,['DL'],Jonathon Cooper,DL,1.0
2699,175.0,0.0,0.0,,188.0,0,0,,,0,0,0,,0.0,True,TB,Active,11427,['DB'],Christian Izien,DB,2.0
2702,11.0,0.0,20.0,,44.0,0,0,,,0,0,0,,0.0,True,PIT,Active,7833,['DL'],Isaiahh Loudermilk,DE,3.0
2707,31.0,160.0,192.0,,151.0,0,0,,,0,0,0,,168.0,True,NE,Active,7708,['DB'],Marco Wilson,CB,3.0
2711,38.7,105.5,28.6,1167356.0,43.7,0,0,,,0,0,0,21564.0,65.2,True,DET,Active,6659,['RB'],Craig Reynolds,RB,3.0
2713,24.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,DEN,Active,12108,['DB'],Quinton Newsome,DB,
2717,32.0,0.0,0.0,,91.0,0,0,,,0,0,0,,0.0,True,LV,Active,10963,['DB'],Jakorian Bennett,DB,1.0
2718,24.0,0.0,95.0,835063.0,0.0,0,0,,,0,0,0,20032.0,0.0,True,,Active,5344,['DB'],Cornell Armstrong,DB,
2727,837.32,0.0,0.0,,1249.54,8,0,Lorrinstone,,0,0,0,,877.9599999999999,True,CAR,Active,9228,['QB'],Bryce Young,QB,1.0
2729,19.0,37.0,0.0,,77.0,0,0,,,0,0,0,20637.0,0.0,True,CAR,Active,5727,['DL'],Nick Thurman,DE,2.0
2734,19.0,46.0,0.0,,42.0,0,0,,,0,0,0,18033.0,0.0,True,PIT,Active,3272,"['DB', 'LB']",Miles Killebrew,DB,2.0
2739,111.0,103.0,1927.0,,1838.0,0,2,,Lorrinstone,0,0,0,,112.0,True,DAL,,DAL,['DEF'],,DEF,
2740,22.6,0.0,0.0,,28.8,0,0,,,0,0,0,,3.1,True,SF,Active,10221,['WR'],Ronnie Bell,WR,5.0
2743,49.0,0.0,0.0,,5.0,0,0,,,0,0,0,,0.0,True,CAR,Active,11441,['LB'],Thomas Incoom,LB,
2754,19.8,16.5,31.9,881779.0,36.3,0,0,,,0,0,0,20899.0,22.200000000000003,True,MIN,Active,5973,['TE'],Josh Oliver,TE,2.0
2755,13.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12053,['DL'],Tyreek Johnson,DE,
2757,17.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,CHI,Active,12041,['DL'],Carl Jones,DL,
2760,16.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,CIN,Active,11688,['DL'],Kris Jenkins,DL,2.0
2765,116.2,131.2,49.0,,59.1,0,0,,,0,0,0,,59.8,True,SF,Active,8408,['RB'],Jordan Mason,RB,2.0
2779,49.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Inactive,11498,['LB'],Tyler Murray,LB,
2784,92.80000000000001,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,WAS,Active,11650,['WR'],Luke McCaffrey,WR,5.0
2790,20.0,0.0,28.0,,47.0,0,0,,,0,0,0,21216.0,0.0,True,BUF,Active,6314,['DB'],Cam Lewis,CB,2.0
2795,24.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11879,['DB'],Rayshad Williams,CB,
2801,5.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11894,['DL'],Kyler Baugh,DL,
2805,91.0,86.0,117.0,746154.0,153.0,0,0,,,0,0,0,19041.0,93.0,True,PHI,Active,4195,['K'],Jake Elliott,K,1.0
2813,138.4,105.9,0.0,,116.4,0,0,,,0,0,0,21952.0,83.8,True,DAL,Active,7021,['RB'],Rico Dowdle,RB,2.0
2814,199.0,0.0,0.0,,200.0,0,0,,,0,0,0,,163.0,True,NYG,Active,10878,['DB'],Deonte Banks,DB,1.0
2819,21.5,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,NO,Active,11895,['WR'],Mason Tipton,WR,8.0
2828,105.2,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,PIT,Active,11630,['WR'],Roman Wilson,WR,2.0
2832,51.24,85.44,289.15999999999997,,114.06,0,2,,Lorrinstone,0,0,0,21810.0,68.75999999999999,True,,Active,7083,['QB'],Tyler Huntley,QB,
2835,16.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,ATL,Active,11798,['DL'],Zion Logue,DL,
2841,157.4,120.80000000000001,131.10000000000002,,162.0,5,1,JohnnyUtahOhio,zackallen22,0,0,0,,145.5,True,PIT,Active,8137,['WR'],George Pickens,WR,1.0
2843,98.8,200.3,110.1,944343.0,197.2,6,1,wopemganghamstyle,853047867152117760,0,0,0,20868.0,262.5,True,LV,Active,5987,['RB'],Alexander Mattison,RB,2.0
2873,82.9,126.30000000000001,71.4,,31.1,2,1,BradleyPooper,853004589719457792,0,0,0,,121.20000000000002,True,TEN,Active,8135,['WR'],Treylon Burks,WR,4.0
2874,24.0,0.0,1.0,,15.0,0,0,,,0,0,0,,0.0,True,ARI,Active,8683,['DB'],Joey Blount,DB,2.0
2878,16.0,88.0,8.0,,2.0,0,0,,,0,0,0,21928.0,0.0,True,JAX,Active,7053,['DB'],Daniel Thomas,DB,2.0
2879,26.2,40.400000000000006,45.400000000000006,,46.400000000000006,0,0,,,0,0,0,,19.1,True,CAR,Active,7694,['TE'],Tommy Tremble,TE,2.0
2881,41.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,PHI,Active,12102,['DB'],Andre' Sam,DB,
2886,60.3,0.0,0.0,,70.5,0,0,,,0,0,0,,22.5,True,GB,Active,9484,['TE'],Tucker Kraft,TE,2.0
2889,40.64,0.0,0.0,,0.0,0,0,,,0,0,0,,17.0,True,NO,Active,10215,['QB'],Jake Haener,QB,3.0
2893,63.099999999999994,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,NYG,Active,11597,['TE'],Theo Johnson,TE,2.0
2895,28.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12092,['DB'],Josh DeBerry,CB,
2896,142.0,115.0,153.0,,156.0,0,0,,,0,0,0,,169.0,True,DAL,Active,7695,['DL'],Osa Odighizuwa,DT,1.0
2900,84.2,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,NYJ,Active,11576,['RB'],Braelon Allen,RB,2.0
2904,21.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11980,['DL'],Ja'Mion Franklin,DT,
2905,99.0,67.0,113.0,,111.0,0,0,,,0,0,0,,170.0,True,DEN,Active,7681,"['DL', 'LB']",Baron Browning,LB,1.0
2909,160.0,148.0,149.0,,149.0,0,0,,,0,0,0,,158.0,True,TB,Active,7625,"['DL', 'LB']",Joe Tryon-Shoyinka,LB,1.0
2916,70.80000000000001,127.4,69.6,,106.0,1,2,BradleyPooper,ChrisMoffitt,0,0,0,,116.60000000000001,True,CLE,Active,7596,['WR'],Elijah Moore,WR,3.0
2921,196.4,129.4,167.3,,179.2,23,1,Lorrinstone,853004589719457792,0,0,0,,176.4,True,NYJ,Active,8146,['WR'],Garrett Wilson,WR,1.0
2923,45.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11552,['LB'],Durell Nchami,LB,
2931,160.3,268.5,318.2,790004.0,219.6,60,58,fartdoctor,JohnnyUtahOhio,0,0,0,19562.0,263.7,True,WAS,Active,4663,['RB'],Austin Ekeler,RB,2.0
2938,48.5,0.0,0.0,,63.3,0,0,,,0,0,0,,52.8,True,BAL,Active,9511,['RB'],Keaton Mitchell,RB,6.0
2941,22.0,0.0,0.0,,3.0,0,0,,,0,0,0,,0.0,True,LAC,Active,11121,['DB'],AJ Finley,DB,2.0
2943,47.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,PIT,Inactive,11093,['LB'],David Perales,LB,
2944,112.0,54.0,100.0,,119.0,0,0,,,0,0,0,21881.0,87.0,True,BUF,Active,6802,['DL'],A.J. Epenesa,DE,2.0
2952,390.0,340.0,404.0,,438.0,0,0,,,0,0,0,20897.0,406.0,True,NYG,Active,5944,['LB'],Bobby Okereke,LB,1.0
2959,21.0,133.0,136.0,,104.0,0,0,,,0,0,0,18938.0,146.0,True,CLE,Active,4092,['DL'],Dalvin Tomlinson,DT,1.0
2960,162.0,91.0,173.0,,193.0,0,0,,,0,0,0,17981.0,169.0,True,SEA,Active,3220,['DL'],Jarran Reed,DT,1.0
2961,62.0,0.0,0.0,,3.0,0,0,,,0,0,0,,0.0,True,SF,Active,8020,['LB'],Curtis Robinson,LB,2.0
2962,21.0,0.0,0.0,,6.0,0,0,,,0,0,0,,0.0,True,MIN,Active,10939,['DB'],Jay Ward,DB,2.0
2965,100.0,84.0,134.0,,160.0,0,0,,,0,0,0,22089.0,0.0,True,DET,Active,6896,['DB'],Amik Robertson,CB,1.0
2971,15.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11244,['DL'],Kenneth Odumegwu,DL,
2972,88.0,0.0,3.0,,0.0,0,0,,,0,0,0,22199.0,0.0,True,DEN,Active,7197,['LB'],Kristian Welch,LB,3.0
2973,24.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12059,['DB'],Michael Dowell,DB,
2981,20.0,19.0,0.0,732774.0,0.0,0,0,,,0,0,0,19079.0,21.0,True,,Inactive,4233,['K'],Zane Gonzalez,K,
2989,95.0,93.0,1803.0,,2138.0,0,0,,,0,0,0,,97.0,True,WAS,,WAS,['DEF'],,DEF,
2995,34.0,0.0,5.0,1163952.0,116.0,0,0,,,0,0,0,21021.0,0.0,True,GB,Active,6283,['DB'],Corey Ballentine,CB,2.0
2997,157.9,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,LAR,Active,11586,['RB'],Blake Corum,RB,2.0
3006,21.0,66.0,47.0,,0.0,0,0,,,0,0,0,22135.0,0.0,True,,Active,7124,['DL'],Bravvion Roy,DT,
3007,44.1,42.900000000000006,57.8,,47.5,0,0,,,0,0,0,,20.8,True,NYG,Active,8225,['TE'],Daniel Bellinger,TE,1.0
3017,67.0,0.0,0.0,,8.0,0,0,,,0,0,0,,0.0,True,IND,Inactive,7814,['LB'],Cameron McGrone,LB,
3018,21.0,0.0,47.0,,25.0,0,0,,,0,0,0,,0.0,True,,Active,7801,['DL'],Quinton Bohanna,DT,
3023,24.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,CIN,Inactive,12064,['DB'],Lance Robinson,DB,
3057,122.0,0.0,53.0,,160.0,0,0,,,0,0,0,22377.0,142.0,True,PHI,Active,7391,"['DL', 'LB']",Bryce Huff,DE,1.0
3058,44.0,51.0,46.0,,0.0,0,0,,,0,0,0,,0.0,True,PHI,Active,8380,['DL'],Thomas Booker,DL,2.0
3077,4.4,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,LAR,Active,11644,['RB'],Cody Schrader,RB,4.0
3083,42.3,153.5,146.3,835909.0,49.0,1,16,karatorbert,Lorrinstone,0,0,0,18883.0,117.10000000000001,True,KC,Active,4040,['WR'],JuJu Smith-Schuster,WR,6.0
3086,24.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11882,['DB'],Ja'Quan Sheppard,DB,
3087,121.0,0.0,0.0,,106.0,0,0,,,0,0,0,,127.0,True,LV,Active,10889,"['DL', 'LB']",Tyree Wilson,LB,2.0
3089,51.2,80.96,244.68,,0.0,0,0,,,0,0,0,,36.44,True,MIA,Active,8206,['QB'],Skylar Thompson,QB,2.0
3091,79.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,HOU,Active,12193,['LB'],Max Tooley,LB,
3094,112.0,179.0,213.0,,79.0,0,0,,,0,0,0,17059.0,187.0,True,ATL,Active,2592,['DL'],Grady Jarrett,DT,1.0
3100,314.0,142.0,174.0,,306.0,0,0,,,0,0,0,20959.0,176.0,True,NE,Active,6179,['LB'],Jahlani Tavai,LB,1.0
3102,20.4,115.2,98.6,822014.0,0.0,0,1,,853004589719457792,0,0,0,20006.0,0.0,True,,Active,5110,['WR'],Russell Gage,WR,
3107,235.20000000000002,212.20000000000002,270.0,823156.0,309.9,41,21,DaFlowMasta,Lorrinstone,0,0,0,18082.0,230.8,True,MIA,Active,3321,['WR'],Tyreek Hill,WR,1.0
3111,18.1,21.5,4.0,,14.3,0,0,,,0,0,0,,14.8,True,JAX,Active,8013,['WR'],Tim Jones,WR,6.0
3115,31.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11033,['DB'],Isaiah Bolden,CB,
3121,247.0,118.0,154.0,,219.0,0,0,,,0,0,0,21939.0,206.0,True,LAC,Active,7069,['DB'],Alohi Gilman,DB,1.0
3123,51.8,0.0,0.0,831007.0,422.58000000000004,0,0,,,0,0,0,20953.0,223.88,True,LAC,Active,6185,['QB'],Easton Stick,QB,2.0
3126,25.0,0.0,0.0,,100.0,0,0,,,0,0,0,19901.0,106.0,True,SF,Active,5048,['DB'],Isaac Yiadom,CB,1.0
3129,24.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12387,['DL'],Leonard Payne,DT,
3130,97.0,97.0,1876.0,,1943.0,0,1,,ChrisMoffitt,0,0,0,,97.0,True,LAC,,LAC,['DEF'],,DEF,
3131,39.0,0.0,0.0,,20.0,0,0,,,0,0,0,,0.0,True,TEN,Active,8532,['DB'],Mike Brown,DB,2.0
3138,18.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12241,['DB'],Al Blades,DB,
3139,21.700000000000003,19.6,38.3,,10.8,0,0,,,0,0,0,,36.3,True,KC,Active,8197,['TE'],Peyton Hendershot,TE,4.0
3143,173.7,160.0,185.4,593587.0,231.5,9,17,BradleyPooper,Lorrinstone,0,0,0,16597.0,163.7,True,TB,Active,2216,['WR'],Mike Evans,WR,1.0
3145,10.0,0.0,0.0,,8.0,0,0,,,0,0,0,,0.0,True,SEA,Active,10982,['DL'],Mike Morris,DE,2.0
3146,37.0,57.0,56.8,,90.30000000000001,0,0,,,0,0,0,,125.80000000000001,True,LAR,Active,7562,['WR'],Tutu Atwell,WR,4.0
3162,235.0,248.0,166.0,,358.0,9,0,TheMattNelson,,0,0,0,18916.0,247.0,True,PIT,Active,4070,"['DL', 'LB']",T.J. Watt,LB,1.0
3179,149.3,167.5,245.9,,227.3,1,1,JohnnyUtahOhio,fartdoctor,0,0,0,,195.8,True,ATL,Active,8132,['RB'],Tyler Allgeier,RB,2.0
3185,12.8,12.2,10.100000000000001,,0.0,0,0,,,0,0,0,,65.6,True,TEN,Active,8254,['RB'],Julius Chestnut,RB,3.0
3217,13.0,0.0,12.0,,5.0,0,0,,,0,0,0,19097.0,0.0,True,,Active,4251,['DL'],Tanzel Smart,DT,
3219,36.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,CAR,Active,11424,['DB'],Keenan Isaac,CB,3.0
3235,172.0,0.0,0.0,,116.0,0,0,,,0,0,0,,0.0,True,ARI,Active,11343,['DB'],Starling Thomas,CB,1.0
3238,19.0,75.6,143.2,563824.0,62.28,1,0,JohnnyUtahOhio,,0,0,0,16510.0,72.1,True,,Active,2161,['RB'],Jerick McKinnon,RB,
3239,35.8,168.2,216.02,,507.44,0,0,,,0,0,0,,225.23999999999998,True,KC,Active,8157,['QB'],Bailey Zappe,QB,
3240,65.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,MIA,Active,12388,['DB'],Jordan Colbert,DB,
3245,4.4,36.7,28.700000000000003,,11.0,0,0,,,0,0,0,,4.5,True,CHI,Active,8223,['WR'],Velus Jones,WR,5.0
3247,25.0,53.0,0.0,,102.0,0,0,,,0,0,0,,0.0,True,TEN,Active,8666,['DB'],Darrell Baker,CB,
3255,98.0,114.0,66.0,,42.0,0,0,,,0,0,0,18918.0,151.0,True,LAR,Active,4072,['DB'],Tre'Davious White,CB,1.0
3303,167.0,55.0,117.0,,51.0,0,0,,,0,0,0,,0.0,True,KC,Active,8470,['DB'],Joshua Williams,CB,2.0
3318,14.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11884,['DL'],Ron Stone,DE,
3319,17.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,CHI,Active,12409,['DL'],Dashaun Mallory,DT,
3320,188.0,164.0,88.0,,176.0,0,0,,,0,0,0,21050.0,122.0,True,ARI,Active,6060,['DB'],Sean Murphy-Bunting,CB,1.0
3323,74.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,NYG,Active,11807,['LB'],Darius Muasau,LB,2.0
3324,21.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Inactive,12160,['DB'],Morice Norris,DB,
3330,127.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,MIA,Active,11754,['DL'],Mohamed Kamara,DL,3.0
3332,85.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12084,['LB'],Jason Johnson,LB,
3334,126.0,0.0,0.0,,86.0,0,0,,,0,0,0,,0.0,True,SEA,Active,10911,['DL'],Derick Hall,DE,3.0
3337,24.0,0.0,6.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,8788,['DB'],Allan George,CB,
3338,61.0,0.0,0.0,,3.0,0,0,,,0,0,0,,0.0,True,MIA,Active,11391,['DB'],Ethan Bonner,CB,3.0
3348,10.0,0.0,0.0,,0.0,0,0,,,0,0,0,16800.0,0.0,True,ATL,Active,2344,['DL'],Eddie Goldman,DT,3.0
3357,285.0,283.0,230.0,,321.0,0,0,,,0,0,0,21923.0,293.0,True,LAR,Active,7136,['DB'],Kamren Curl,DB,2.0
3358,28.3,2.3000000000000003,8.2,,33.3,0,0,,,0,0,0,,29.0,True,,Inactive,8253,['WR'],Deven Thompkins,WR,
3362,50.0,119.0,165.0,,44.0,0,0,,,0,0,0,,123.0,True,,Active,7683,['LB'],Monty Rice,LB,
3363,89.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,BAL,Active,8285,['LB'],Josh Ross,LB,
3370,20.7,53.7,6.4,884567.0,18.9,0,0,,,0,0,0,21448.0,19.8,True,LV,Active,6421,['WR'],Jalen Guyton,WR,
3373,56.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12236,['DB'],Myles Jones,CB,
3403,358.0,365.0,421.0,,491.0,0,0,,,0,0,0,14534.0,398.0,True,WAS,Active,1233,['LB'],Bobby Wagner,LB,1.0
3404,454.0,139.0,468.0,,487.0,1,0,ChrisMoffitt,,0,0,0,20024.0,432.0,True,IND,Active,5346,['LB'],Zaire Franklin,LB,1.0
3405,74.30000000000001,0.0,0.0,838179.0,0.0,0,0,,,0,0,0,19207.0,0.0,True,DET,Active,4351,['WR'],Tim Patrick,WR,
3409,13.0,0.0,25.0,600757.0,9.0,0,0,,,0,0,0,17082.0,0.0,True,SF,Active,2614,['DL'],T.Y. McGill,DT,
3416,14.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11909,['DL'],Tyler Manoa,DL,
3421,70.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12332,['LB'],Devin Richardson,LB,
3422,192.0,161.0,118.0,,215.0,0,0,,,0,0,0,,239.0,True,DET,Active,7726,"['DL', 'LB']",Derrick Barnes,LB,1.0
3441,127.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,MIA,Inactive,11400,['LB'],Ezekiel Vandenburgh,LB,
3446,20.6,45.4,12.0,599649.0,28.9,0,0,,,0,0,0,16866.0,20.1,True,WAS,Active,2410,['WR'],Jamison Crowder,WR,6.0
3447,43.5,0.0,0.0,,1.6,0,0,,,0,0,0,,52.6,True,IND,Active,9220,['RB'],Evan Hull,RB,
3448,79.0,0.0,10.0,,38.0,0,0,,,0,0,0,,0.0,True,NYG,Active,8262,['DL'],D.J. Davidson,DL,2.0
3453,64.2,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,WAS,Active,11596,['TE'],Ben Sinnott,TE,1.0
3457,62.0,107.0,53.0,,62.0,0,0,,,0,0,0,,83.0,True,TB,Active,8360,['DL'],Logan Hall,DL,1.0
3459,321.5,395.9,453.88,732145.0,370.67999999999995,63,72,JohnnyUtahOhio,JohnnyUtahOhio,0,0,0,17959.0,361.1,True,BAL,Active,3198,['RB'],Derrick Henry,RB,1.0
3465,24.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,KC,Active,11728,['DB'],Jaden Hicks,DB,2.0
3469,177.0,67.0,198.0,,193.0,0,0,,,0,0,0,,154.0,True,CLE,Active,8390,['DB'],Martin Emerson,DB,1.0
3473,32.0,74.0,68.0,,7.0,0,0,,,0,0,0,,0.0,True,MIN,Active,7687,['DB'],Nahshon Wright,CB,
3477,55.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,8870,['LB'],Olakunle Fatukasi,LB,
3480,58.0,123.0,99.0,,0.0,0,0,,,0,0,0,18936.0,0.0,True,NE,Active,4090,['LB'],Raekwon McMillan,LB,2.0
3484,22.0,51.0,52.0,,113.0,0,0,,,0,0,0,19878.0,0.0,True,IND,Active,5057,['DL'],Tyquan Lewis,DE,3.0
3486,48.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,LAC,Active,11870,['LB'],Jeremiah Jean-Baptiste,LB,
3490,34.0,106.0,116.0,,46.0,0,0,,,0,0,0,22050.0,120.0,True,LV,Active,6882,['DB'],Darnay Holmes,CB,2.0
3491,19.0,0.0,32.0,,0.0,0,0,,,0,0,0,,0.0,True,NYG,Inactive,8874,['DL'],Ryder Anderson,DE,
3492,158.4,13.6,8.0,,262.9,0,0,,,0,0,0,,229.1,True,CLE,Active,8143,['RB'],Jerome Ford,RB,1.0
3494,14.9,82.2,2.7,839043.0,49.0,0,5,,853004589719457792,0,0,0,21593.0,47.5,True,JAX,Active,6694,['RB'],D'Ernest Johnson,RB,3.0
3496,49.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12104,['LB'],Alec Mock,LB,
3507,55.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12316,['DL'],Jay Person,DE,
3517,217.0,0.0,0.0,,204.0,0,0,,,0,0,0,,336.0,True,CIN,Active,10927,['DB'],Jordan Battle,DB,1.0
3526,9.4,125.4,93.7,,7.8,0,0,,,0,0,0,21721.0,24.0,True,JAX,Active,6847,['WR'],Devin Duvernay,WR,5.0
3532,3.5,20.5,88.80000000000001,612512.0,7.9,0,0,,,0,0,0,17218.0,25.6,True,CHI,Active,2750,['WR'],DeAndre Carter,WR,8.0
3533,189.5,0.0,0.0,,232.6,0,0,,,0,0,0,,159.8,True,LAR,Active,9493,['WR'],Puka Nacua,WR,1.0
3544,41.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Inactive,11275,['DB'],Mekhi Garner,CB,
3547,69.7,0.0,0.0,,43.6,0,0,,,0,0,0,,21.5,True,CIN,Active,10226,['WR'],Andrei Iosivas,WR,3.0
3554,85.0,154.0,65.0,,20.0,0,0,,,0,0,0,,0.0,True,HOU,Active,8349,['LB'],Jake Hansen,LB,1.0
3560,19.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,NYG,Active,12096,['DL'],Casey Rogers,DL,
3565,24.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,LV,Active,11883,['DB'],Phalen Sanford,DB,
3573,254.0,176.0,364.0,,361.0,2,0,karatorbert,,0,0,0,21015.0,268.0,True,LV,Active,5991,['DL'],Maxx Crosby,DE,1.0
3575,52.0,0.0,0.0,,15.0,0,0,,,0,0,0,,0.0,True,NO,Active,8367,['LB'],D'Marco Jackson,LB,2.0
3580,36.4,23.700000000000003,62.6,,0.0,0,0,,,0,0,0,21765.0,30.3,True,NE,Active,6996,['RB'],JaMycal Hasty,RB,4.0
3583,24.0,128.0,132.0,,54.0,0,0,,,0,0,0,15200.0,0.0,True,TB,Active,1558,['DL'],William Gholston,DE,2.0
3585,18.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,CLE,Active,11846,['DL'],Jowon Briggs,DE,
3596,132.0,71.0,143.0,,120.0,0,0,,,0,0,0,19375.0,0.0,True,BAL,Inactive,4503,['DB'],Arthur Maulet,CB,
3616,92.7,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,NYJ,Active,11617,['WR'],Malachi Corley,WR,3.0
3618,22.0,0.0,0.0,,7.0,0,0,,,0,0,0,,0.0,True,LAR,Active,11338,['DL'],Cory Durden,DT,
3621,7.9,24.799999999999997,42.8,604908.0,0.0,0,0,,,0,0,0,17141.0,0.0,True,,Active,2673,['WR'],Damiere Byrd,WR,
3625,98.0,107.0,1923.0,,1870.0,0,12,,BradleyPooper,0,0,0,,96.0,True,TB,,TB,['DEF'],,DEF,
3630,198.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,BUF,Active,11682,['DB'],Cole Bishop,DB,1.0
3632,153.4,0.0,0.0,884013.0,185.60000000000002,9,0,wopemganghamstyle,,0,0,0,19802.0,173.0,True,TEN,Active,4981,['WR'],Calvin Ridley,WR,1.0
3633,22.0,0.0,16.0,,36.8,0,0,,,0,0,0,,0.0,True,NYJ,Active,7796,['DB'],Brandin Echols,CB,2.0
