,Projections_2024,Projections_2022,Stats_2022,stats_id,Stats_2023,Cost_2023,Cost_2022,Bought_By_2023,Bought_By_2022,VORP_2024_med,VORP_2024_mean,VALUE,fantasy_data_id,Projections_2023,active,team,status,player_id,fantasy_positions,full_name,position,depth_chart_order
5230,30.5,185.5,17.3,,37.4,0,1,,BradleyPooper,0,0,0,,41.7,True,LAC,Active,8153,['RB'],Isaiah Spiller,RB,
5232,24.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,DEN,Active,8004,['DB'],Devon Key,DB,2.0
5235,68.0,0.0,12.0,,9.0,0,0,,,0,0,0,,0.0,True,BUF,Active,8299,['LB'],Baylon Spector,LB,2.0
5243,47.8,47.4,169.22,741262.0,1058.28,0,0,,,0,0,0,19025.0,584.2,True,SF,Active,4179,['QB'],Joshua Dobbs,QB,2.0
5246,122.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,TEN,Inactive,11742,['LB'],Cedric Gray,LB,
5252,211.72,0.0,0.0,,820.36,0,0,,,0,0,0,,46.040000000000006,True,LV,Active,10866,['QB'],Aidan O'Connell,QB,2.0
5265,34.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11296,['DB'],Gemon Green,DB,
5266,20.0,0.0,79.0,,126.0,0,0,,,0,0,0,,90.0,True,GB,Active,7818,['DL'],T.J. Slaton,DT,1.0
5268,24.0,193.0,35.0,,327.0,0,0,,,0,0,0,,265.0,True,CIN,Active,8286,['DB'],Dax Hill,DB,1.0
5273,111.0,87.0,53.0,,134.0,0,0,,,0,0,0,,148.0,True,GB,Active,8270,['DL'],Devonte Wyatt,DL,2.0
5274,142.0,153.0,189.0,,136.0,0,0,,,0,0,0,18920.0,139.0,True,DAL,Active,4074,['DB'],Malik Hooker,DB,1.0
5282,193.0,115.0,220.0,,193.0,0,0,,,0,0,0,,231.0,True,JAX,Active,7698,['DB'],Andre Cisco,DB,1.0
5292,152.0,152.0,161.0,,139.0,0,0,,,0,0,0,19053.0,172.0,True,NE,Active,4207,['DL'],Davon Godchaux,DT,1.0
5313,10.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12209,['DL'],Justin Blazek,DL,
5314,182.0,134.0,204.0,,213.0,0,0,,,0,0,0,13761.0,176.0,True,MIN,Active,1043,['DB'],Stephon Gilmore,CB,1.0
5328,161.0,143.0,208.0,,201.0,0,0,,,0,0,0,19885.0,177.0,True,CIN,Active,5020,['DL'],B.J. Hill,DT,1.0
5331,240.3,0.0,0.0,,249.6,27,0,DaFlowMasta,,0,0,0,,172.10000000000002,True,DET,Active,9221,['RB'],Jahmyr Gibbs,RB,1.0
5338,30.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,CHI,Active,11760,['DL'],Austin Booker,DL,2.0
5343,16.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12225,['DB'],Josh Proctor,DB,
5358,217.0,323.0,296.0,,290.0,11,0,Lorrinstone,,0,0,0,,271.0,True,DAL,Active,7640,"['DL', 'LB']",Micah Parsons,LB,1.0
5359,67.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,IND,Active,11777,['DB'],Jaylon Carlies,DB,2.0
5360,38.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,JAX,Active,11135,['LB'],DJ Coleman,LB,
5362,1001.84,997.68,1446.26,727837.0,1464.5,27,1,karatorbert,BradleyPooper,0,0,0,17922.0,936.24,True,DET,Active,3163,['QB'],Jared Goff,QB,1.0
5363,19.0,0.0,0.0,,0.0,0,0,,,0,0,0,21333.0,0.0,True,,Inactive,6354,['DB'],Nathan Meadors,DB,
5366,204.0,253.0,274.0,540520.0,233.0,0,0,,,0,0,0,15226.0,268.0,True,NO,Active,1576,['DB'],Tyrann Mathieu,DB,1.0
5369,124.0,187.0,67.0,,71.0,0,0,,,0,0,0,19904.0,0.0,True,,Active,5025,['DB'],Ronnie Harrison,DB,
5371,2.6,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,8858,['WR'],Keshunn Abram,WR,
5385,169.3,243.7,164.2,698227.0,138.7,48,58,JohnnyUtahOhio,ChrisMoffitt,0,0,0,18882.0,167.2,True,LAR,Active,4039,['WR'],Cooper Kupp,WR,2.0
5391,47.4,0.0,91.88,,0.0,1,19,853047867152117760,DaFlowMasta,0,0,0,,53.52,True,DAL,Active,7610,['QB'],Trey Lance,QB,3.0
5392,15.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11349,['DL'],Lonnie Phelps,DE,
5398,25.0,154.0,344.0,,217.0,0,0,,,0,0,0,20219.0,232.0,True,CHI,Active,5520,['DB'],Jonathan Owens,DB,2.0
5401,13.0,77.0,65.0,,62.0,0,0,,,0,0,0,18978.0,0.0,True,PIT,Active,4132,['DL'],Montravius Adams,DT,2.0
5407,5.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,BUF,Active,11759,['DL'],Javon Solomon,DE,3.0
5415,251.0,209.0,267.0,,340.0,0,0,,,0,0,0,16849.0,230.0,True,HOU,Active,2393,"['DL', 'LB']",Danielle Hunter,DE,1.0
5418,129.0,181.0,66.0,,238.0,0,0,,,0,0,0,21879.0,171.0,True,MIN,Active,6900,"['DL', 'LB']",Jonathan Greenard,DE,1.0
5424,27.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,CLE,Active,11836,['DB'],Myles Harden,DB,2.0
5425,13.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,DEN,Active,8370,['DL'],Jordan Jackson,DL,2.0
5426,40.0,0.0,0.0,,4.0,0,0,,,0,0,0,,0.0,True,MIN,Active,11084,['LB'],Andre Carter,LB,
5427,98.0,103.0,1857.0,,1831.0,0,1,,zackallen22,0,0,0,,100.0,True,NO,,NO,['DEF'],,DEF,
5430,117.0,66.0,103.0,,75.0,0,0,,,0,0,0,21875.0,0.0,True,ATL,Active,7024,['DL'],James Smith-Williams,DE,2.0
5431,22.200000000000003,66.4,21.8,,39.900000000000006,0,0,,,0,0,0,,4.5,True,HOU,Active,7568,['TE'],Brevin Jordan,TE,2.0
5436,19.8,40.5,59.0,865573.0,32.3,0,0,,,0,0,0,20884.0,22.200000000000003,True,NO,Active,5985,['TE'],Foster Moreau,TE,2.0
5441,58.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12051,['LB'],Jackson Sirmon,LB,
5455,86.0,0.0,3.0,,0.0,0,0,,,0,0,0,,0.0,True,GB,Active,8569,['LB'],Arron Mosby,LB,3.0
5458,16.0,0.0,16.0,,30.0,0,0,,,0,0,0,,0.0,True,,Inactive,8503,['DB'],Gregory Junior,CB,
5460,99.0,100.0,1891.0,,1910.0,0,3,,DaFlowMasta,0,0,0,,100.0,True,GB,,GB,['DEF'],,DEF,
5472,171.0,253.0,236.0,,85.0,0,0,,,0,0,0,18917.0,209.0,True,BAL,Active,4071,['DB'],Marlon Humphrey,CB,1.0
5477,15.0,0.0,54.0,,52.0,0,0,,,0,0,0,,178.0,True,DEN,Active,8495,['DL'],Matt Henningsen,DE,
5490,25.0,0.0,2.0,,50.0,0,0,,,0,0,0,,0.0,True,MIN,Active,8496,['DB'],Theo Jackson,DB,3.0
5496,28.5,0.0,0.0,,29.6,0,0,,,0,0,0,,20.5,True,LAC,Active,10234,['WR'],Derius Davis,WR,6.0
5499,180.0,100.0,74.0,,173.0,0,0,,,0,0,0,,170.0,True,BUF,Active,8487,['DB'],Christian Benford,DB,1.0
5517,171.0,163.0,181.0,,203.0,0,0,,,0,0,0,,166.0,True,LAC,Active,7655,['DB'],Asante Samuel,CB,1.0
5519,25.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,LAR,Active,8791,['DB'],Shaun Jolly,CB,
5534,35.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,NYJ,Active,8537,['DB'],Tre Swilling,CB,
5535,83.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,JAX,Active,11786,['K'],Cam Little,K,1.0
5543,8.0,0.0,0.0,,22.0,0,0,,,0,0,0,,0.0,True,NE,Active,8914,['DL'],Jeremiah Pharms,DT,2.0
5546,61.0,105.0,35.0,,8.0,0,0,,,0,0,0,21911.0,0.0,True,ARI,Active,6891,['LB'],Markus Bailey,LB,
5553,126.30000000000001,110.5,11.100000000000001,,62.4,1,0,fartdoctor,,0,0,0,,120.10000000000001,True,DET,Active,8148,['WR'],Jameson Williams,WR,2.0
5560,46.8,0.0,0.0,,31.400000000000002,0,0,,,0,0,0,,46.8,True,CLE,Active,10444,['WR'],Cedric Tillman,WR,4.0
5562,103.5,141.0,78.30000000000001,,67.4,0,1,,853004589719457792,0,0,0,21961.0,113.5,True,ATL,Active,7090,['WR'],Darnell Mooney,WR,2.0
5566,163.0,139.0,237.0,,170.0,0,0,,,0,0,0,18017.0,192.0,True,SF,Active,3256,['DL'],Javon Hargrave,DT,1.0
5570,35.0,0.0,6.0,,68.0,0,0,,,0,0,0,,0.0,True,,Active,7830,['DB'],Shaun Wade,CB,
5580,12.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11801,['DB'],D.J. James,CB,
5587,7.4,45.900000000000006,11.8,,2.0,0,0,,,0,0,0,,20.8,True,MIA,Active,7612,['WR'],Dee Eskridge,WR,
5590,136.8,124.4,172.5,733672.0,160.0,19,21,Lorrinstone,wopemganghamstyle,0,0,0,19063.0,125.6,True,SF,Active,4217,['TE'],George Kittle,TE,1.0
5606,127.0,0.0,0.0,,3.0,0,0,,,0,0,0,21978.0,0.0,True,MIA,Inactive,7020,['LB'],Cam Brown,LB,
5610,31.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,NE,Active,12115,['DB'],Dell Pettus,DB,3.0
5613,24.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,LV,Inactive,11826,['DB'],Trey Taylor,DB,
5616,84.0,0.0,8.0,,4.0,0,0,,,0,0,0,21876.0,0.0,True,ATL,Active,6864,['DL'],Khalid Kareem,DE,
5619,171.3,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,ARI,Active,11628,['WR'],Marvin Harrison,WR,1.0
5623,29.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,WAS,Active,11750,['DB'],Dominique Hampton,CB,3.0
5632,17.4,0.0,0.0,,0.0,0,0,,,0,0,0,,20.3,True,CLE,Active,10210,['TE'],Cameron Latu,TE,
5633,107.08000000000001,904.8,273.15999999999997,691536.0,113.28,0,1,,TheMattNelson,0,0,0,16762.0,64.88,True,CLE,Active,2306,['QB'],Jameis Winston,QB,2.0
5636,35.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,BAL,Active,11730,['DB'],T.J. Tampa,DB,2.0
5642,146.10000000000002,148.5,120.2,557210.0,220.28000000000003,4,28,JohnnyUtahOhio,wopemganghamstyle,0,0,0,15076.0,155.8,True,CHI,Active,1479,['WR'],Keenan Allen,WR,2.0
5645,134.0,131.0,274.0,,68.0,0,0,,,0,0,0,19859.0,210.0,True,SEA,Active,5061,"['DL', 'LB']",Uchenna Nwosu,LB,
5658,12.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,11534,['DB'],Andrew Whitaker,CB,
5665,22.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12195,['DL'],Myles Murphy,DL,
5669,94.0,81.0,14.0,,51.0,0,0,,,0,0,0,19273.0,0.0,True,GB,Active,4413,['LB'],Eric Wilson,LB,1.0
5673,108.0,117.0,157.0,448132.0,154.0,0,0,,,0,0,0,14688.0,111.0,True,BAL,Active,1264,['K'],Justin Tucker,K,1.0
5678,13.8,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,BAL,Active,11556,['QB'],Devin Leary,QB,
5684,159.23999999999998,139.5,216.5,503184.0,190.76,1,0,ahstewart,,0,0,0,19238.0,140.92,True,NO,Active,4381,"['QB', 'TE']",Taysom Hill,TE,2.0
5685,139.0,174.0,158.0,843819.0,127.0,0,0,,,0,0,0,20102.0,125.0,True,DEN,Active,5153,['DB'],Levi Wallace,CB,1.0
5686,362.0,376.0,377.0,,401.0,2,0,wopemganghamstyle,,0,0,0,19891.0,357.0,True,SF,Active,5041,['LB'],Fred Warner,LB,1.0
5691,94.0,118.0,51.0,553681.0,87.0,0,0,,,0,0,0,15090.0,0.0,True,SEA,Active,1492,['DL'],Johnathan Hankins,DT,1.0
5692,25.0,155.0,85.0,,116.0,0,0,,,0,0,0,18986.0,153.0,True,MIN,Active,4140,['DB'],Shaq Griffin,CB,1.0
5693,10.0,0.0,7.0,,0.0,0,0,,,0,0,0,22279.0,0.0,True,CHI,Active,7283,['DL'],Chris Williams,DT,2.0
5712,158.0,203.0,92.0,,147.0,0,0,,,0,0,0,18905.0,205.0,True,NO,Active,4059,['DB'],Marshon Lattimore,CB,1.0
5713,19.0,0.0,9.0,,9.0,0,0,,,0,0,0,22319.0,0.0,True,CAR,Active,7327,['DL'],T.J. Smith,DT,
5714,15.0,58.0,100.0,,130.0,0,0,,,0,0,0,20901.0,109.0,True,KC,Active,5934,['DL'],Charles Omenihu,DE,
5717,21.0,122.0,136.0,,94.0,0,0,,,0,0,0,16319.0,0.0,True,CLE,Active,2033,['DL'],Shelby Harris,DE,1.0
5722,14.0,0.0,11.0,,0.0,0,0,,,0,0,0,20189.0,0.0,True,ATL,Active,5218,"['DL', 'LB']",Demone Harris,DE,
5723,49.0,60.0,25.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,7717,['DB'],Zech McPhearson,CB,
5724,21.200000000000003,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,KC,Active,11595,['TE'],Jared Wiley,TE,3.0
5751,55.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,LAR,Active,11751,['DL'],Brennan Jackson,DE,3.0
5756,13.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12229,['DL'],David Olajiga,DL,
5760,315.0,184.0,223.0,,321.0,0,0,,,0,0,0,21985.0,268.0,True,TEN,Active,6811,['LB'],Kenneth Murray,LB,1.0
5767,3.9,30.8,10.7,,29.9,0,0,,,0,0,0,21823.0,22.9,True,SF,Active,6963,['RB'],Patrick Taylor,RB,6.0
5769,31.0,0.0,0.0,,31.0,0,0,,,0,0,0,,0.0,True,NE,Active,11027,['DB'],Alex Austin,DB,2.0
5775,162.0,185.0,229.0,,168.0,0,0,,,0,0,0,17935.0,148.0,True,SF,Active,3174,"['DL', 'LB']",Leonard Floyd,LB,1.0
5777,50.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,TEN,Active,11974,['DL'],Khalid Duke,DE,
5781,70.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,TB,Active,11679,['LB'],Chris Braswell,LB,2.0
5782,139.0,143.0,246.0,,184.0,0,0,,,0,0,0,18331.0,165.0,True,KC,Active,3558,['DL'],Chris Jones,DT,1.0
5791,210.0,0.0,0.0,,190.0,0,0,,,0,0,0,,205.0,True,LAC,Active,10898,"['DL', 'LB']",Tuli Tuipulotu,DL,2.0
5793,142.0,161.0,112.0,,162.0,0,0,,,0,0,0,17979.0,185.0,True,CAR,Active,3218,['DL'],A'Shawn Robinson,DT,1.0
5796,26.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,LAC,Active,11749,['DB'],Cam Hart,CB,2.0
5801,35.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,BAL,Active,11841,['DB'],Sanoussi Kane,DB,2.0
5803,4.9,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,TEN,Active,11808,['WR'],Jha'Quan Jackson,WR,6.0
5805,16.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,JAX,Active,11018,['DB'],Christian Braswell,DB,
5810,17.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,NYJ,Active,12030,['DL'],Braiden McGregor,DE,3.0
5811,297.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,LAR,Active,12140,['LB'],Omar Speights,LB,1.0
5828,216.0,0.0,0.0,,268.0,0,0,,,0,0,0,,145.0,True,CHI,Active,10897,['DB'],Tyrique Stevenson,CB,1.0
5844,50.0,85.0,10.0,,47.0,0,0,,,0,0,0,21994.0,0.0,True,LAC,Active,6941,['LB'],Troy Dye,LB,2.0
5865,30.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,HOU,Inactive,11031,['DB'],Brandon Hill,DB,
5869,10.0,106.0,71.0,,92.0,0,0,,,0,0,0,17993.0,0.0,True,,Active,3232,['DL'],Adam Gotsis,DE,
5873,102.0,192.0,119.0,,174.0,0,0,,,0,0,0,19870.0,217.0,True,PIT,Active,5051,['DB'],Donte Jackson,CB,1.0
5874,38.0,0.0,0.0,,70.0,0,0,,,0,0,0,,0.0,True,NYG,Active,11036,['DB'],Anthony Johnson,DB,2.0
5875,25.0,139.0,33.0,,24.0,0,0,,,0,0,0,,187.0,True,DAL,Active,8300,['DB'],Andrew Booth,DB,1.0
5893,961.32,165.64,446.48,,1146.6,1,0,DaFlowMasta,,0,0,0,,952.76,True,SF,Active,8183,['QB'],Brock Purdy,QB,1.0
5907,26.0,0.0,7.0,,0.0,0,0,,,0,0,0,21535.0,0.0,True,,Active,6601,['DL'],Isaiah Mack,DT,
5914,169.0,204.0,115.0,,184.0,0,0,,,0,0,0,20888.0,182.0,True,MIN,Active,5864,['DB'],Byron Murphy,CB,1.0
5916,667.68,927.32,1228.58,401534.0,1148.4,2,50,DaFlowMasta,853047867152117760,0,0,0,14536.0,954.0,True,PIT,Active,1234,['QB'],Russell Wilson,QB,1.0
5930,19.1,28.0,49.6,,26.1,0,0,,,0,0,0,,21.4,True,DET,Active,7891,['TE'],Brock Wright,TE,2.0
5944,43.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,KC,Active,12255,['LB'],Swayze Bozeman,LB,
5947,44.0,82.0,112.0,,31.0,0,0,,,0,0,0,,125.0,True,JAX,Active,8371,['LB'],Chad Muma,LB,1.0
5949,18.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,NYJ,Active,11822,['DB'],Jaylen Key,DB,
5956,44.6,116.4,207.2,467405.0,107.9,0,0,,,0,0,0,15071.0,135.4,True,,Active,1476,['RB'],Latavius Murray,RB,
5957,14.0,36.0,39.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,8357,['DL'],Marquan McCall,DL,
5972,27.0,0.0,0.0,,80.0,0,0,,,0,0,0,,0.0,True,CLE,Active,11352,['DB'],Ronnie Hickman,DB,2.0
5978,470.0,409.0,531.0,,505.0,12,0,BradleyPooper,,0,0,0,20007.0,461.0,True,JAX,Active,5332,['LB'],Foyesade Oluokun,LB,1.0
5982,34.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,GB,Active,11739,['DB'],Evan Williams,DB,2.0
5996,8.4,86.5,61.0,,24.9,0,0,,,0,0,0,,62.10000000000001,True,SF,Active,7565,['WR'],Terrace Marshall,WR,
5999,35.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,HOU,Active,11685,['DB'],Kamari Lassiter,DB,1.0
6009,20.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,NO,Active,11899,['DB'],Rico Payton,CB,2.0
6016,22.9,117.9,88.7,555693.0,71.6,0,1,,zackallen22,0,0,0,14871.0,113.0,True,HOU,Active,1352,['WR'],Robert Woods,WR,4.0
6027,150.0,0.0,0.0,,123.0,0,0,,,0,0,0,,0.0,True,GB,Active,11042,['DB'],Carrington Valentine,DB,2.0
6030,23.0,0.0,0.0,,20.0,0,0,,,0,0,0,,0.0,True,,Active,11258,['DL'],Jalen Harris,DL,
6036,9.6,20.8,8.0,910605.0,10.0,0,0,,,0,0,0,20990.0,42.2,True,CIN,Active,6144,['RB'],Trayveon Williams,RB,3.0
6041,150.0,182.0,194.0,,21.0,0,0,,,0,0,0,22051.0,169.0,True,DAL,Active,6809,['DB'],Trevon Diggs,CB,1.0
6042,7.800000000000001,16.1,29.1,,33.7,0,0,,,0,0,0,,27.5,True,PIT,Active,8181,['TE'],Connor Heyward,TE,3.0
6049,54.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,TEN,Active,11835,['DL'],Jaylen Harrell,DE,3.0
6072,274.8,320.4,286.5,,279.9,18,2,853047867152117760,DaFlowMasta,0,0,0,,292.9,True,SEA,Active,8151,['RB'],Kenneth Walker,RB,1.0
6079,122.10000000000001,0.0,0.0,,115.3,3,0,wopemganghamstyle,,0,0,0,,89.0,True,BUF,Active,10236,['TE'],Dalton Kincaid,TE,1.0
6081,68.10000000000001,76.2,0.0,589984.0,84.5,0,0,,,0,0,0,16389.0,115.0,True,MIA,Active,2078,['WR'],Odell Beckham,WR,8.0
6083,84.0,191.0,239.0,,45.6,0,0,,,0,0,0,,179.0,True,DET,Active,8334,['LB'],Malcolm Rodriguez,LB,2.0
6087,89.0,100.0,124.0,694612.0,69.0,0,0,,,0,0,0,16764.0,0.0,True,WAS,Active,2308,"['DL', 'LB']",Dante Fowler,LB,2.0
6090,23.0,0.0,0.0,,29.0,0,0,,,0,0,0,,0.0,True,CAR,Active,10986,['DB'],Jammie Robinson,DB,2.0
6101,108.0,115.0,158.0,,121.0,0,0,,,0,0,0,18292.0,152.0,True,JAX,Active,3526,['DL'],Roy Robertson-Harris,DE,3.0
6102,23.0,0.0,0.0,,23.0,0,0,,,0,0,0,,0.0,True,CAR,Active,11290,['DB'],Alex Cook,DB,
6111,10.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,CIN,Active,11785,['DL'],Cedric Johnson,DE,2.0
6120,244.0,247.0,219.0,,262.0,0,0,,,0,0,0,16960.0,252.0,True,TEN,Active,2501,['DB'],Quandre Diggs,DB,1.0
6123,28.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,DAL,Active,11535,['DB'],Josh Butler,CB,
6126,29.0,0.0,0.0,,12.0,0,0,,,0,0,0,,0.0,True,WAS,Active,11041,['DL'],Andre Jones,DE,
6128,240.0,229.0,313.0,,303.0,0,0,,,0,0,0,,329.0,True,CHI,Active,8323,['DB'],Jaquan Brisker,DB,1.0
6133,196.7,165.3,192.10000000000002,,269.5,33,2,853047867152117760,ChrisMoffitt,0,0,0,,184.8,True,DET,Active,7547,['WR'],Amon-Ra St. Brown,WR,1.0
6147,73.0,69.0,120.0,,131.0,0,0,,,0,0,0,19896.0,101.0,True,TEN,Active,5067,"['DL', 'LB']",Arden Key,DE,1.0
6153,17.0,0.0,0.0,,7.0,0,0,,,0,0,0,,0.0,True,DET,Inactive,10928,['DL'],Brodric Martin,DT,
6158,10.0,0.0,41.0,,20.0,0,0,,,0,0,0,22224.0,0.0,True,SEA,Active,7222,['DL'],Myles Adams,DT,3.0
6161,155.0,101.0,220.0,,167.0,0,0,,,0,0,0,,166.0,True,SEA,Active,8374,['DB'],Riq Woolen,DB,1.0
6166,11.0,92.0,104.0,,42.0,0,0,,,0,0,0,18959.0,0.0,True,BUF,Active,4113,['DL'],Dawuane Smoot,DE,3.0
6172,82.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,CAR,Active,7802,['DL'],Tarron Jackson,DE,
6175,18.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,TEN,Active,11062,['DL'],Ali Gaye,DE,3.0
6177,319.0,316.0,209.0,,402.0,0,0,,,0,0,0,19873.0,246.0,True,ATL,Active,5017,['DB'],Jessie Bates,DB,1.0
6193,17.0,98.0,75.0,,110.0,0,0,,,0,0,0,18904.0,0.0,True,NYJ,Active,4058,['DL'],Solomon Thomas,DT,2.0
6200,31.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,7805,['DB'],Joshua Bledsoe,DB,
6201,8.0,78.0,41.0,,6.0,0,0,,,0,0,0,,0.0,True,,Active,7658,['DB'],Kelvin Joseph,CB,
6209,12.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,SEA,Active,11233,['DB'],Ty Okada,DB,
6225,90.3,0.0,0.0,,54.2,0,0,,,0,0,0,,86.2,True,GB,Active,9481,['TE'],Luke Musgrave,TE,1.0
6227,15.0,0.0,0.0,,79.0,0,0,,,0,0,0,19921.0,0.0,True,CLE,Active,5002,['DL'],Maurice Hurst,DT,2.0
6228,24.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,ARI,Active,11837,['DB'],Jaden Davis,DB,
6241,115.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,DAL,Active,11720,['LB'],Marist Liufau,LB,1.0
6256,61.0,0.0,0.0,,2.0,0,0,,,0,0,0,,0.0,True,SEA,Active,8336,['DL'],Tyreke Smith,DL,
6266,62.0,0.0,0.0,,16.0,0,0,,,0,0,0,,0.0,True,SF,Active,11017,['LB'],Dee Winters,LB,2.0
6268,13.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,,Active,12106,['DL'],Brandon Matterson,DL,
6273,121.5,312.3,248.5,,164.1,18,20,ahstewart,ChrisMoffitt,0,0,0,,306.0,True,HOU,Active,8129,['RB'],Dameon Pierce,RB,2.0
6277,10.0,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,JAX,Active,11844,['LB'],Myles Cole,LB,2.0
6279,102.0,87.0,143.0,,114.0,0,0,,,0,0,0,21422.0,142.0,True,CAR,Active,6627,['DL'],Shy Tuttle,DT,1.0
6287,340.0,265.0,304.0,,331.0,0,0,,,0,0,0,17994.0,315.0,True,CHI,Active,3233,['DB'],Kevin Byard,DB,1.0
6295,187.0,0.0,0.0,,194.0,1,0,853047867152117760,,0,0,0,,172.0,True,HOU,Active,10892,"['DL', 'LB']",Will Anderson,LB,1.0
6298,328.0,408.0,442.0,,328.0,0,0,,,0,0,0,22005.0,362.0,True,MIA,Active,6949,['LB'],Jordyn Brooks,LB,1.0
6302,21.0,82.0,120.0,833701.0,111.0,0,0,,,0,0,0,20325.0,91.0,True,,Active,5272,['K'],Greg Joseph,K,
6306,145.0,178.0,136.0,,197.0,0,0,,,0,0,0,20767.0,171.0,True,GB,Active,5839,"['DL', 'LB']",Rashan Gary,LB,1.0
6324,111.2,0.0,0.0,,0.0,0,0,,,0,0,0,,0.0,True,GB,Active,11581,['RB'],MarShawn Lloyd,RB,3.0
6326,35.0,180.0,47.0,,0.0,0,0,,,0,0,0,20887.0,0.0,True,BAL,Inactive,5853,['DB'],Trayvon Mullen,CB,
6338,13.0,0.0,0.0,,24.0,0,0,,,0,0,0,,0.0,True,NO,Active,10909,['DL'],Isaiah Foskey,DL,3.0
6346,15.6,33.1,89.5,838396.0,20.200000000000003,0,0,,,0,0,0,19903.0,34.7,True,CLE,Active,5032,['TE'],Jordan Akins,TE,2.0
6347,62.7,124.10000000000001,154.3,746491.0,64.1,0,0,,,0,0,0,18926.0,107.5,True,ARI,Active,4080,['WR'],Zay Jones,WR,6.0
6348,24.0,0.0,56.0,,81.0,0,0,,,0,0,0,21868.0,0.0,True,MIA,Active,6999,['DL'],Benito Jones,DT,1.0
6349,50.8,129.1,148.7,820734.0,78.5,1,0,BradleyPooper,,0,0,0,18993.0,173.8,True,KC,Active,4147,['RB'],Samaje Perine,RB,2.0
6350,89.0,0.0,0.0,,0.0,0,0,,,0,0,0,22449.0,0.0,True,WAS,Inactive,7474,['LB'],Keandre Jones,LB,
6354,17.0,72.0,7.0,,19.0,0,0,,,0,0,0,19911.0,0.0,True,NYJ,Active,5333,['DL'],Jalyn Holmes,DE,
